z,P
10000.,8.481469229293328e-7
20000.,6.661285207389987e-7
30000.,5.76813395231593e-7
40000.,5.199720757922096e-7
50000.,4.792345201350414e-7
60000.,4.4795365737203684e-7
70000.,4.2282290274273716e-7
80000.,4.019767122637637e-7
90000.,3.8426742842134105e-7
100000.,3.6894280493492815e-7
110000.,3.5548522599533577e-7
120000.,3.4352455714529183e-7
130000.,3.3278772704600963e-7
140000.,3.230679916793341e-7
150000.,3.142053733203241e-7
160000.,3.060737545029223e-7
170000.,2.9857209780276054e-7
180000.,2.916183127184087e-7
190000.,2.8514487200998505e-7
200000.,2.7909561456279694e-7
210000.,2.734233715421353e-7
220000.,2.680881754875732e-7
230000.,2.6305588970364757e-7
240000.,2.5829714565747713e-7
250000.,2.5378650944338537e-7
260000.,2.4950182090259634e-7
270000.,2.454236644791731e-7
280000.,2.415349417237299e-7
290000.,2.378205230415084e-7
300000.,2.342669618100867e-7
310000.,2.3086225802002256e-7
320000.,2.2759566156113713e-7
330000.,2.2445750749013238e-7
340000.,2.2143907728111625e-7
350000.,2.185324813268514e-7
360000.,2.157305589292052e-7
370000.,2.1302679276791026e-7
380000.,2.1041523542141544e-7
390000.,2.0789044597267622e-7
400000.,2.0544743509540015e-7
410000.,2.0308161730486447e-7
420000.,2.0078876928836728e-7
430000.,1.985649934163181e-7
440000.,1.9640668568551304e-7
450000.,1.9431050746868385e-7
460000.,1.9227336054456783e-7
470000.,1.9029236496514816e-7
480000.,1.883648393847059e-7
490000.,1.864882835316696e-7
500000.,1.846603625512313e-7
510000.,1.8287889298593117e-7
520000.,1.8114183019432194e-7
530000.,1.7944725703559382e-7
540000.,1.7779337367144835e-7
550000.,1.7617848835640222e-7
560000.,1.7460100910460592e-7
570000.,1.730594361356944e-7
580000.,1.7155235501453595e-7
590000.,1.7007843041033687e-7
600000.,1.6863640040971057e-7
610000.,1.6722507132616508e-7
620000.,1.6584331295529155e-7
630000.,1.6449005423085954e-7
640000.,1.6316427924213696e-7
650000.,1.618650235772569e-7
660000.,1.6059137096135138e-7
670000.,1.5934245016161486e-7
680000.,1.5811743213444064e-7
690000.,1.569155273924334e-7
700000.,1.557359835714313e-7
710000.,1.5457808317970043e-7
720000.,1.5344114151331664e-7
730000.,1.5232450472331228e-7
740000.,1.5122754802164014e-7
750000.,1.5014967401423085e-7
760000.,1.4909031115059098e-7
770000.,1.4804891228035001e-7
780000.,1.4702495330811114e-7
790000.,1.4601793193872688e-7
800000.,1.4502736650585953e-7
810000.,1.4405279487732903e-7
820000.,1.4309377343133644e-7
830000.,1.4214987609815678e-7
840000.,1.4122069346238895e-7
850000.,1.4030583192125835e-7
860000.,1.3940491289484636e-7
870000.,1.385175720845004e-7
880000.,1.3764345877594103e-7
890000.,1.3678223518390964e-7
900000.,1.359335758354392e-7
910000.,1.3509716698907476e-7
920000.,1.3427270608756205e-7
930000.,1.3345990124174687e-7
940000.,1.3265847074358868e-7
950000.,1.318681426063393e-7
960000.,1.310886541301241e-7
970000.,1.3031975149125445e-7
980000.,1.2956118935375405e-7
990000.,1.288127305016737e-7
1.e6,1.2807414549090073e-7
1.01e6,1.2734521231922433e-7
1.02e6,1.2662571611354078e-7
1.03e6,1.2591544883314998e-7
1.04e6,1.252142089881601e-7
1.05e6,1.2452180137209575e-7
1.06e6,1.2383803680787125e-7
1.07e6,1.2316273190633045e-7
1.08e6,1.2249570883662835e-7
1.09e6,1.2183679510776695e-7
1.1e6,1.211858233606427e-7
1.11e6,1.2054263117001453e-7
1.12e6,1.1990706085583047e-7
1.13e6,1.1927895930339085e-7
1.14e6,1.1865817779186471e-7
1.15e6,1.1804457183069109e-7
1.16e6,1.1743800100344848e-7
1.17e6,1.1683832881878279e-7
1.18e6,1.1624542256802169e-7
1.19e6,1.1565915318911714e-7
1.2e6,1.1507939513658732e-7
1.21e6,1.1450602625714142e-7
1.22e6,1.1393892767070108e-7
1.23e6,1.1337798365653491e-7
1.24e6,1.128230815442511e-7
1.25e6,1.1227411160939733e-7
1.26e6,1.1173096697344992e-7
1.27e6,1.1119354350795882e-7
1.28e6,1.1066173974265633e-7
1.29e6,1.1013545677733112e-7
1.3e6,1.0961459819728422e-7
1.31e6,1.0909906999219855e-7
1.32e6,1.0858878047825642e-7
