z,P
10000.,3.021191773392494e-7
20000.,3.004490202148192e-7
30000.,2.990049628662751e-7
40000.,2.976716344536966e-7
50000.,2.9640722461155687e-7
60000.,2.9519119919227525e-7
70000.,2.940117455395273e-7
80000.,2.9286135920707674e-7
90000.,2.9173493379018103e-7
100000.,2.906288144303272e-7
110000.,2.895402814968306e-7
120000.,2.8846724781872765e-7
130000.,2.8740807081812545e-7
140000.,2.8636143051304863e-7
150000.,2.853262472701852e-7
160000.,2.843016245863362e-7
170000.,2.832868082032669e-7
180000.,2.8228115621249703e-7
190000.,2.8128411675261365e-7
200000.,2.8029521107467234e-7
210000.,2.7931402048088427e-7
220000.,2.78340176109159e-7
230000.,2.773733508426088e-7
240000.,2.7641325282907925e-7
250000.,2.754596202366906e-7
260000.,2.745122169696754e-7
270000.,2.735708291385563e-7
280000.,2.7263526212879385e-7
290000.,2.7170533814869543e-7
300000.,2.70780894164355e-7
310000.,2.69861780149679e-7
320000.,2.6894785759474545e-7
330000.,2.6803899822748915e-7
340000.,2.6713508291260044e-7
350000.,2.66236000698609e-7
360000.,2.653416479894519e-7
370000.,2.644519278213035e-7
380000.,2.635667492287675e-7
390000.,2.626860266872778e-7
400000.,2.6180967962087217e-7
410000.,2.6093763196615335e-7
420000.,2.600698117848443e-7
430000.,2.592061509184628e-7
440000.,2.583465846796449e-7
450000.,2.574910515754955e-7
460000.,2.566394930589671e-7
470000.,2.557918533049023e-7
480000.,2.549480790077973e-7
490000.,2.541081191987543e-7
500000.,2.532719250794534e-7
510000.,2.5243944987126965e-7
520000.,2.516106486778223e-7
530000.,2.507854783595784e-7
540000.,2.499638974191993e-7
550000.,2.4914586589655347e-7
560000.,2.4833134527240273e-7
570000.,2.4752029837988316e-7
580000.,2.467126893230725e-7
590000.,2.4590848340188993e-7
600000.,2.4510764704279405e-7
610000.,2.443101477347225e-7
620000.,2.4351595396975953e-7
630000.,2.4272503518818133e-7
640000.,2.4193736172741423e-7
650000.,2.411529047746139e-7
660000.,2.403716363225604e-7
670000.,2.3959352912853543e-7
680000.,2.388185566760213e-7
690000.,2.3804669313889727e-7
700000.,2.3727791334800173e-7
710000.,2.365121927598477e-7
720000.,2.3574950742731924e-7
730000.,2.349898339721913e-7
740000.,2.3423314955937398e-7
750000.,2.3347943187268e-7
760000.,2.3272865909208437e-7
770000.,2.3198080987230445e-7
780000.,2.3123586332263395e-7
790000.,2.3049379898794117e-7
800000.,2.2975459683074127e-7
810000.,2.2901823721427073e-7
820000.,2.2828470088650652e-7
830000.,2.275539689650483e-7
840000.,2.268260229228088e-7
850000.,2.2610084457448854e-7
860000.,2.2537841606373197e-7
870000.,2.2465871985096978e-7
880000.,2.239417387018756e-7
890000.,2.2322745567640936e-7
900000.,2.225158541184028e-7
910000.,2.2180691764566803e-7
920000.,2.2110063014058235e-7
930000.,2.203969757411269e-7
940000.,2.196959388323622e-7
950000.,2.189975040382872e-7
960000.,2.1830165621409275e-7
970000.,2.17608380438769e-7
980000.,2.169176620080433e-7
990000.,2.162294864276429e-7
1.e6,2.1554383940684913e-7
1.01e6,2.148607068523473e-7
1.02e6,2.1418007486233863e-7
1.03e6,2.1350192972089347e-7
1.04e6,2.1282625789257188e-7
1.05e6,2.1215304601724624e-7
1.06e6,2.114822809051526e-7
1.07e6,2.1081394953213942e-7
1.08e6,2.101480390351206e-7
1.09e6,2.0948453670770112e-7
1.1e6,2.0882342999598203e-7
1.11e6,2.0816470649453238e-7
1.12e6,2.0750835394252203e-7
1.13e6,2.0685436021999266e-7
1.14e6,2.0620271334428483e-7
1.15e6,2.0555340146659976e-7
1.16e6,2.049064128686778e-7
1.17e6,2.0426173595961757e-7
1.18e6,2.0361935927279776e-7
1.19e6,2.0297927146292633e-7
1.2e6,2.0234146130317996e-7
1.21e6,2.0170591768245893e-7
1.22e6,2.0107262960273323e-7
1.23e6,2.0044158617648217e-7
1.24e6,1.9981277662423003e-7
1.25e6,1.991861902721554e-7
1.26e6,1.9856181654978587e-7
1.27e6,1.979396449877824e-7
1.28e6,1.9731966521577717e-7
1.29e6,1.967018669603005e-7
1.3e6,1.9608624004276886e-7
1.31e6,1.9547277437753875e-7
1.32e6,1.9486145997002092e-7
1.33e6,1.9425228691486802e-7
1.34e6,1.9364524539419447e-7
1.35e6,1.9304032567588542e-7
1.36e6,1.9243751811191965e-7
1.37e6,1.9183681313678704e-7
1.38e6,1.9123820126591043e-7
1.39e6,1.9064167309415862e-7
1.4e6,1.9004721929436953e-7
1.41e6,1.8945483061593064e-7
1.42e6,1.8886449788340435e-7
1.43e6,1.8827621199519329e-7
1.44e6,1.8768996392223672e-7
1.45e6,1.8710574470674778e-7
1.46e6,1.8652354546099773e-7
1.47e6,1.8594335736611174e-7
1.48e6,1.8536517167091752e-7
1.49e6,1.8478897969082554e-7
1.5e6,1.8421477280672538e-7
1.51e6,1.8364254246392305e-7
1.52e6,1.8307228017111156e-7
1.53e6,1.82503977499355e-7
1.54e6,1.819376260811106e-7
1.55e6,1.813732176092744e-7
1.56e6,1.8081074383625108e-7
1.57e6,1.8025019657304305e-7
1.58e6,1.7969156768837334e-7
1.59e6,1.7913484910782288e-7
1.6e6,1.7858003281299126e-7
1.61e6,1.7802711084067733e-7
1.62e6,1.7747607528208693e-7
1.63e6,1.7692691828205218e-7
1.64e6,1.76379632038272e-7
1.65e6,1.758342088005698e-7
1.66e6,1.7529064087018045e-7
1.67e6,1.7474892059903306e-7
1.68e6,1.7420904038907046e-7
1.69e6,1.7367099269157455e-7
1.7e6,1.731347700065088e-7
1.71e6,1.7260036488187437e-7
1.72e6,1.7206776991309e-7
1.73e6,1.7153697774237563e-7
1.74e6,1.710079810581496e-7
1.75e6,1.7048077259445264e-7
1.76e6,1.6995534513036128e-7
1.77e6,1.694316914894454e-7
1.78e6,1.6890980453920622e-7
1.79e6,1.683896771905476e-7
1.8e6,1.678713023972489e-7
1.81e6,1.6735467315545313e-7
1.82e6,1.668397825031662e-7
1.83e6,1.6632662351975915e-7
1.84e6,1.658151893254986e-7
1.85e6,1.653054730810559e-7
1.86e6,1.6479746798706665e-7
1.87e6,1.6429116728366487e-7
1.88e6,1.6378656425004052e-7
1.89e6,1.6328365220401077e-7
1.9e6,1.6278242450158711e-7
1.91e6,1.6228287453656222e-7
1.92e6,1.6178499574010306e-7
1.93e6,1.6128878158033926e-7
1.94e6,1.6079422556198225e-7
1.95e6,1.6030132122592815e-7
1.96e6,1.5981006214888567e-7
1.97e6,1.593204419430007e-7
1.98e6,1.5883245425549307e-7
1.99e6,1.5834609276829954e-7
2.e6,1.5786135119771842e-7
2.01e6,1.5737822329406873e-7
2.02e6,1.5689670284134823e-7
2.03e6,1.564167836569033e-7
2.04e6,1.5593845959109805e-7
2.05e6,1.554617245269988e-7
2.06e6,1.5498657238005153e-7
2.07e6,1.545129970977812e-7
2.08e6,1.5404099265947637e-7
2.09e6,1.535705530758995e-7
2.1e6,1.5310167238898447e-7
2.11e6,1.5263434467155577e-7
2.12e6,1.5216856402703628e-7
2.13e6,1.517043245891712e-7
2.14e6,1.512416205217539e-7
2.15e6,1.5078044601835153e-7
2.16e6,1.503207953020438e-7
2.17e6,1.498626626251568e-7
2.18e6,1.4940604226900808e-7
2.19e6,1.4895092854365118e-7
2.2e6,1.4849731578762792e-7
2.21e6,1.480451983677199e-7
2.22e6,1.4759457067871148e-7
2.23e6,1.4714542714314544e-7
2.24e6,1.4669776221109519e-7
2.25e6,1.46251570359927e-7
2.26e6,1.4580684609407905e-7
2.27e6,1.4536358394483502e-7
2.28e6,1.4492177847009904e-7
2.29e6,1.444814242541889e-7
2.3e6,1.4404251590760994e-7
2.31e6,1.436050480668532e-7
2.32e6,1.4316901539418198e-7
2.33e6,1.4273441257742937e-7
2.34e6,1.4230123432979696e-7
2.35e6,1.418694753896509e-7
2.36e6,1.4143913052033413e-7
2.37e6,1.410101945099649e-7
2.38e6,1.4058266217124828e-7
2.39e6,1.401565283412903e-7
2.4e6,1.397317878814071e-7
2.41e6,1.3930843567694998e-7
2.42e6,1.388864666371161e-7
2.43e6,1.3846587569477495e-7
2.44e6,1.380466578062914e-7
2.45e6,1.3762880795135097e-7
2.46e6,1.3721232113279438e-7
2.47e6,1.3679719237643935e-7
2.48e6,1.3638341673091874e-7
2.49e6,1.3597098926751972e-7
2.5e6,1.3555990508001142e-7
2.51e6,1.3515015928449355e-7
2.52e6,1.3474174701923407e-7
2.53e6,1.3433466344451255e-7
2.54e6,1.3392890374246702e-7
2.55e6,1.3352446311693916e-7
2.56e6,1.3312133679332835e-7
2.57e6,1.3271952001843402e-7
2.58e6,1.3231900806031736e-7
2.59e6,1.3191979620815335e-7
2.6e6,1.3152187977208487e-7
2.61e6,1.311252540830825e-7
2.62e6,1.3072991449280415e-7
2.63e6,1.3033585637345703e-7
2.64e6,1.299430751176623e-7
2.65e6,1.2955156613831316e-7
2.66e6,1.2916132486844992e-7
2.67e6,1.2877234676112392e-7
2.68e6,1.2838462728926135e-7
2.69e6,1.2799816194554635e-7
2.7e6,1.2761294624227917e-7
2.71e6,1.2722897571126097e-7
2.72e6,1.26846245903663e-7
2.73e6,1.2646475238990622e-7
2.74e6,1.2608449075953427e-7
2.75e6,1.2570545662109915e-7
2.76e6,1.2532764560203344e-7
2.77e6,1.249510533485444e-7
2.78e6,1.2457567552548275e-7
2.79e6,1.2420150781623705e-7
2.8e6,1.2382854592261005e-7
2.81e6,1.2345678556471968e-7
2.82e6,1.2308622248087014e-7
2.83e6,1.227168524274525e-7
2.84e6,1.223486711788308e-7
2.85e6,1.2198167452723444e-7
2.86e6,1.2161585828264577e-7
2.87e6,1.2125121827270292e-7
2.88e6,1.208877503425856e-7
2.89e6,1.2052545035491352e-7
2.9e6,1.2016431418964577e-7
2.91e6,1.1980433774397533e-7
2.92e6,1.1944551693222799e-7
2.93e6,1.1908784768576366e-7
2.94e6,1.1873132595287585e-7
2.95e6,1.1837594769869123e-7
2.96e6,1.1802170890507937e-7
2.97e6,1.1766860557054453e-7
2.98e6,1.1731663371014252e-7
2.99e6,1.1696578935537817e-7
3.e6,1.1661606855411074e-7
3.01e6,1.1626746737046984e-7
3.02e6,1.1591998188475279e-7
3.03e6,1.1557360819333766e-7
3.04e6,1.1522834240859475e-7
3.05e6,1.1488418065879727e-7
3.06e6,1.1454111908802764e-7
3.07e6,1.1419915385609347e-7
3.08e6,1.1385828113844079e-7
3.09e6,1.1351849712606574e-7
3.1e6,1.1317979802543015e-7
3.11e6,1.1284218005837653e-7
3.12e6,1.1250563946204249e-7
3.13e6,1.1217017248878137e-7
3.14e6,1.1183577540607493e-7
3.15e6,1.115024444964549e-7
3.16e6,1.1117017605741815e-7
3.17e6,1.1083896640135225e-7
3.18e6,1.1050881185544727e-7
3.19e6,1.101797087616258e-7
3.2e6,1.0985165347645702e-7
3.21e6,1.0952464237108243e-7
3.22e6,1.0919867183114021e-7
3.23e6,1.0887373825668301e-7
3.24e6,1.0854983806210883e-7
3.25e6,1.0822696767608075e-7
3.26e6,1.0790512354145588e-7
3.27e6,1.075843021152095e-7
3.28e6,1.0726449986835982e-7
3.29e6,1.069457132858997e-7
3.3e6,1.0662793886671983e-7
3.31e6,1.0631117312354061e-7
3.32e6,1.0599541258284067e-7
3.33e6,1.0568065378478225e-7
3.34e6,1.0536689328314723e-7
3.35e6,1.050541276452627e-7
3.36e6,1.0474235345193629e-7
3.37e6,1.044315672973841e-7
3.38e6,1.0412176578916524e-7
3.39e6,1.0381294554811328e-7
3.4e6,1.0350510320827152e-7
3.41e6,1.0319823541682318e-7
3.42e6,1.0289233883403126e-7
3.43e6,1.0258741013316578e-7
3.44e6,1.0228344600044653e-7
3.45e6,1.0198044313497336e-7
3.46e6,1.0167839824866471e-7
3.47e6,1.0137730806619475e-7
3.48e6,1.0107716932492876e-7
3.49e6,1.0077797877486389e-7
3.5e6,1.0047973317856318e-7
3.51e6,1.0018242931109572e-7
3.52e6,9.988606395997818e-8
3.53e6,9.95906339251112e-8
3.54e6,9.929613601871884e-8
3.55e6,9.900256706529117e-8
3.56e6,9.870992390152462e-8
3.57e6,9.841820337626164e-8
3.58e6,9.812740235043324e-8
3.59e6,9.783751769700173e-8
3.6e6,9.754854630090134e-8
3.61e6,9.72604850589821e-8
3.62e6,9.697333087995267e-8
3.63e6,9.668708068432515e-8
3.64e6,9.640173140435731e-8
3.65e6,9.611727998399748e-8
3.66e6,9.583372337882934e-8
3.67e6,9.555105855601877e-8
3.68e6,9.526928249425705e-8
3.69e6,9.498839218370598e-8
3.7e6,9.470838462594843e-8
3.71e6,9.44292568339303e-8
