z,P
10000.,2.3382235398769756e-7
20000.,2.1949893181616957e-7
30000.,2.1020772666722155e-7
40000.,2.0320241329308776e-7
50000.,1.9753218405943183e-7
60000.,1.9274613952178016e-7
70000.,1.8859245058168743e-7
80000.,1.849152609003968e-7
90000.,1.8161100589408032e-7
100000.,1.7860717039949254e-7
110000.,1.7585089485733723e-7
120000.,1.7330239657205422e-7
130000.,1.709309457769218e-7
140000.,1.6871228741440035e-7
150000.,1.66626924823593e-7
160000.,1.6465893995232016e-7
170000.,1.6279515991925682e-7
180000.,1.6102455421941298e-7
190000.,1.5933778970678602e-7
200000.,1.5772689607473392e-7
210000.,1.561850103424884e-7
220000.,1.54706178881031e-7
230000.,1.5328520204024873e-7
240000.,1.5191751078864108e-7
250000.,1.5059906773366067e-7
260000.,1.493262869382247e-7
270000.,1.4809596839052006e-7
280000.,1.4690524401472748e-7
290000.,1.457515328572896e-7
300000.,1.4463250363184594e-7
310000.,1.435460432133969e-7
320000.,1.4249022997836428e-7
330000.,1.4146331111941353e-7
340000.,1.4046368324181011e-7
350000.,1.3948987568553114e-7
360000.,1.385405361244559e-7
370000.,1.3761441807806905e-7
380000.,1.3671037003760935e-7
390000.,1.3582732596158317e-7
400000.,1.349642969379984e-7
410000.,1.341203638449224e-7
420000.,1.332946708687515e-7
430000.,1.3248641976217684e-7
440000.,1.3169486474244537e-7
450000.,1.309193079457797e-7
460000.,1.3015909536646732e-7
470000.,1.2941361321968688e-7
480000.,1.2868228467587926e-7
490000.,1.279645669218685e-7
500000.,1.2725994851011848e-7
510000.,1.265679469627529e-7
520000.,1.25888106601391e-7
530000.,1.25219996577647e-7
540000.,1.2456320908233827e-7
550000.,1.2391735771422375e-7
560000.,1.232820759914486e-7
570000.,1.2265701599091342e-7
580000.,1.2204184710255806e-7
590000.,1.2143625488704646e-7
600000.,1.208399400266988e-7
610000.,1.2025261736063963e-7
620000.,1.1967401499614628e-7
630000.,1.1910387348906737e-7
640000.,1.185419450869342e-7
650000.,1.1798799302908527e-7
660000.,1.1744179089869422e-7
670000.,1.1690312202214747e-7
680000.,1.1637177891165298e-7
690000.,1.1584756274738375e-7
700000.,1.153302828958326e-7
710000.,1.1481975646136486e-7
720000.,1.1431580786825336e-7
730000.,1.1381826847072661e-7
740000.,1.133269761888085e-7
750000.,1.1284177516790782e-7
760000.,1.1236251546033138e-7
770000.,1.11889052727027e-7
780000.,1.1142124795803692e-7
790000.,1.1095896721026001e-7
800000.,1.1050208136125432e-7
810000.,1.1005046587789851e-7
820000.,1.0960400059886291e-7
830000.,1.0916256952989428e-7
840000.,1.0872606065102002e-7
850000.,1.0829436573485106e-7
860000.,1.0786738017520887e-7
870000.,1.0744500282539377e-7
880000.,1.0702713584543848e-7
890000.,1.0661368455775313e-7
900000.,1.062045573106099e-7
910000.,1.0579966534897573e-7
920000.,1.053989226921929e-7
930000.,1.0500224601810407e-7
940000.,1.0460955455319931e-7
950000.,1.0422076996841364e-7
960000.,1.0383581628023565e-7
970000.,1.0345461975679985e-7
980000.,1.030771088286614e-7
990000.,1.0270321400397584e-7
1.e6,1.0233286778782905e-7
1.01e6,1.0196600460546674e-7
1.02e6,1.016025607292074e-7
1.03e6,1.0124247420881795e-7
1.04e6,1.0088568480516889e-7
1.05e6,1.0053213392696912e-7
1.06e6,1.0018176457042318e-7
1.07e6,9.983452126164628e-8
1.08e6,9.949035000167666e-8
1.09e6,9.914919821396425e-8
1.1e6,9.881101469418156e-8
1.11e6,9.847574956225143e-8
1.12e6,9.814335421646677e-8
1.13e6,9.781378128958749e-8
1.14e6,9.748698460682981e-8
1.15e6,9.716291914563166e-8
1.16e6,9.684154099711665e-8
1.17e6,9.65228073291661e-8
1.18e6,9.620667635102018e-8
1.19e6,9.589310727933502e-8
1.2e6,9.558206030561451e-8
1.21e6,9.527349656496425e-8
1.22e6,9.496737810609339e-8
1.23e6,9.466366786250681e-8
1.24e6,9.436232962483614e-8
1.25e6,9.406332801424617e-8
1.26e6,9.376662845687513e-8
1.27e6,9.34721971592617e-8
1.28e6,9.318000108470138e-8
1.29e6,9.28900079305055e-8
1.3e6,9.26021861061092e-8
1.31e6,9.231650471199934e-8
1.32e6,9.203293351941967e-8
1.33e6,9.175144295082144e-8
1.34e6,9.147200406102915e-8
1.35e6,9.11945885190824e-8
1.36e6,9.09191685907336e-8
1.37e6,9.064571712156823e-8
1.38e6,9.037420752072116e-8
1.39e6,9.010461374516952e-8
1.4e6,8.983691028456762e-8
1.41e6,8.957107214660687e-8
1.42e6,8.93070748428857e-8
1.43e6,8.904489437525585e-8
1.44e6,8.878450722263309e-8
1.45e6,8.852589032824996e-8
1.46e6,8.826902108734231e-8
1.47e6,8.801387733523247e-8
1.48e6,8.776043733581746e-8
1.49e6,8.75086797704252e-8
1.5e6,8.72585837270401e-8
1.51e6,8.701012868987235e-8
1.52e6,8.676329452926334e-8
1.53e6,8.651806149191312e-8
1.54e6,8.627441019142014e-8
1.55e6,8.603232159911234e-8
1.56e6,8.579177703517367e-8
1.57e6,8.555275816003931e-8
1.58e6,8.531524696605759e-8
1.59e6,8.507922576941421e-8
1.6e6,8.484467720229346e-8
1.61e6,8.461158420528247e-8
1.62e6,8.437993002000479e-8
1.63e6,8.414969818197169e-8
1.64e6,8.392087251364655e-8
1.65e6,8.36934371177162e-8
1.66e6,8.346737637055836e-8
1.67e6,8.324267491589918e-8
1.68e6,8.301931765865877e-8
