z,P
10000.,2.8771399030783014e-7
20000.,2.826577970081629e-7
30000.,2.789480692645425e-7
40000.,2.758827601043926e-7
50000.,2.732093892896756e-7
60000.,2.708047019330561e-7
70000.,2.685981642134158e-7
80000.,2.6654518121306516e-7
90000.,2.646155452350057e-7
100000.,2.62787729409763e-7
110000.,2.6104578343182187e-7
120000.,2.593775178513168e-7
130000.,2.577733800965841e-7
140000.,2.56225726203617e-7
150000.,2.5472833086558173e-7
160000.,2.532760472592698e-7
170000.,2.518645644396869e-7
180000.,2.504902302709931e-7
190000.,2.491499195604587e-7
200000.,2.4784093410129797e-7
210000.,2.4656092570454467e-7
220000.,2.4530783609681444e-7
230000.,2.4407984939399264e-7
240000.,2.42875354090076e-7
250000.,2.4169291234100823e-7
260000.,2.4053123490895124e-7
270000.,2.3938916054719117e-7
280000.,2.3826563890386842e-7
290000.,2.3715971624006318e-7
300000.,2.3607052341812692e-7
310000.,2.349972657358502e-7
320000.,2.3393921427253714e-7
330000.,2.3289569848193397e-7
340000.,2.3186609982005805e-7
350000.,2.3084984623714596e-7
360000.,2.2984640739515845e-7
370000.,2.2885529049777957e-7
380000.,2.2787603663999837e-7
390000.,2.2690821760052638e-7
400000.,2.2595143301332475e-7
410000.,2.2500530786505148e-7
420000.,2.2406949027383625e-7
430000.,2.2314364951172932e-7
440000.,2.2222747423907044e-7
450000.,2.2132067092373559e-7
460000.,2.204229624221735e-7
470000.,2.19534086702529e-7
480000.,2.186537956928758e-7
490000.,2.17781854239914e-7
500000.,2.1691803916550316e-7
510000.,2.160621384100457e-7
520000.,2.1521395025315317e-7
530000.,2.1437328260328098e-7
540000.,2.1353995234899952e-7
550000.,2.127137847655272e-7
560000.,2.118946129708735e-7
570000.,2.1108227742662343e-7
580000.,2.1027662547898508e-7
590000.,2.0947751093618138e-7
600000.,2.086847936787582e-7
610000.,2.0789833929972167e-7
620000.,2.0711801877175123e-7
630000.,2.0634370813907133e-7
640000.,2.0557528823175359e-7
650000.,2.0481264440050677e-7
660000.,2.0405566627017875e-7
670000.,2.0330424751039183e-7
680000.,2.0255828562187288e-7
690000.,2.018176817371679e-7
700000.,2.0108234043461175e-7
710000.,2.0035216956446132e-7
720000.,1.996270800862405e-7
730000.,1.9890698591643117e-7
740000.,1.981918037857186e-7
750000.,1.9748145310504172e-7
760000.,1.9677585583984393e-7
770000.,1.960749363918649e-7
780000.,1.9537862148795418e-7
790000.,1.946868400754106e-7
800000.,1.939995232233606e-7
810000.,1.9331660402976752e-7
820000.,1.9263801753369544e-7
830000.,1.9196370063243822e-7
840000.,1.9129359200321303e-7
850000.,1.9062763202910937e-7
860000.,1.899657627289943e-7
870000.,1.8930792769115646e-7
880000.,1.886540720104009e-7
890000.,1.880041422284188e-7
900000.,1.873580862771892e-7
910000.,1.867158534252666e-7
920000.,1.8607739422672749e-7
930000.,1.854426604726626e-7
940000.,1.8481160514503263e-7
950000.,1.8418418237274484e-7
