z,P
10000.,3.008316966230511e-7
20000.,2.988430573140408e-7
30000.,2.9718203863673907e-7
40000.,2.9568060024308275e-7
50000.,2.942778854483172e-7
60000.,2.929440227655037e-7
70000.,2.9166183707814784e-7
80000.,2.9042042289262023e-7
90000.,2.8921236349684155e-7
100000.,2.88032353392747e-7
110000.,2.8687644699741127e-7
120000.,2.857416181753413e-7
130000.,2.8462548698301436e-7
140000.,2.835261422542626e-7
150000.,2.8244202201272514e-7
160000.,2.813718302896922e-7
170000.,2.8031447769619966e-7
180000.,2.7926903797586394e-7
190000.,2.782347155967469e-7
200000.,2.772108211470541e-7
210000.,2.761967523609098e-7
220000.,2.751919792802493e-7
230000.,2.741960325047665e-7
240000.,2.732084937813169e-7
250000.,2.7222898838909213e-7
260000.,2.712571789198998e-7
270000.,2.7029276015414515e-7
280000.,2.6933545480609344e-7
290000.,2.6838500996512934e-7
300000.,2.674411940990833e-7
310000.,2.6650379451502066e-7
320000.,2.6557261519515917e-7
330000.,2.6464747494241344e-7
340000.,2.6372820578326343e-7
350000.,2.628146515856371e-7
360000.,2.61906666857531e-7
370000.,2.610041156983426e-7
380000.,2.6010687087989083e-7
390000.,2.59214813038048e-7
400000.,2.583278299591591e-7
410000.,2.574458159480306e-7
420000.,2.5656867126639157e-7
430000.,2.5569630163243807e-7
440000.,2.5482861777355196e-7
450000.,2.539655350254598e-7
460000.,2.5310697297204976e-7
470000.,2.522528551209358e-7
480000.,2.5140310861051386e-7
490000.,2.5055766394487704e-7
500000.,2.4971645475336893e-7
510000.,2.488794175720872e-7
520000.,2.4804649164489587e-7
530000.,2.472176187418692e-7
540000.,2.4639274299333583e-7
550000.,2.455718107379171e-7
560000.,2.4475477038313096e-7
570000.,2.439415722773061e-7
580000.,2.4313216859174776e-7
590000.,2.423265132120866e-7
600000.,2.4152456163803777e-7
610000.,2.407262708907166e-7
620000.,2.399315994268578e-7
630000.,2.3914050705932904e-7
640000.,2.3835295488332416e-7
650000.,2.375689052078311e-7
660000.,2.367883214918384e-7
670000.,2.360111682849366e-7
680000.,2.3523741117193785e-7
690000.,2.3446701672114896e-7
700000.,2.3369995243606997e-7
710000.,2.3293618671018808e-7
