z,P
10000.,3.9502737443545525e-6
20000.,2.9774209066816967e-6
30000.,2.4917055688529275e-6
40000.,2.179431905463565e-6
50000.,1.954253975442824e-6
60000.,1.78075360652814e-6
70000.,1.6411570700555492e-6
80000.,1.5253581832034934e-6
90000.,1.4270958539078293e-6
100000.,1.3422397506454277e-6
110000.,1.2679310346211048e-6
120000.,1.2021142992083421e-6
130000.,1.143265522464386e-6
140000.,1.090225491740161e-6
150000.,1.042093347317391e-6
160000.,9.981560642638947e-7
170000.,9.578402949320664e-7
180000.,9.206786076124424e-7
190000.,8.862852712488005e-7
200000.,8.54338535303198e-7
210000.,8.245674303450887e-7
220000.,7.96741779153687e-7
230000.,7.706645292744223e-7
240000.,7.461657915709598e-7
250000.,7.230981509749037e-7
260000.,7.013329386478902e-7
270000.,6.807572395701172e-7
280000.,6.612714689849818e-7
290000.,6.427873933847062e-7
300000.,6.252265021872813e-7
310000.,6.085186584990251e-7
320000.,5.926009737892402e-7
330000.,5.77416863574765e-7
340000.,5.629152504685299e-7
350000.,5.490498879953065e-7
360000.,5.357787839922744e-7
370000.,5.230637066065166e-7
380000.,5.108697591751163e-7
390000.,4.991650128479123e-7
400000.,4.879201878509316e-7
410000.,4.771083759125216e-7
420000.,4.667047976763136e-7
430000.,4.566865899751263e-7
440000.,4.47032618691394e-7
450000.,4.3772331362381693e-7
460000.,4.2874052234837676e-7
470000.,4.200673805299883e-7
480000.,4.116881965279446e-7
490000.,4.035883484596303e-7
500000.,3.957541921549331e-7
510000.,3.8817297865809554e-7
520000.,3.8083278012214663e-7
530000.,3.737224231000842e-7
540000.,3.668314283714281e-7
550000.,3.6014995655697885e-7
560000.,3.536687588719233e-7
570000.,3.4737913245053064e-7
580000.,3.4127287974692863e-7
590000.,3.35342271577618e-7
600000.,3.29580013424236e-7
610000.,3.2397921466054623e-7
620000.,3.1853336040719716e-7
630000.,3.132362857520602e-7
640000.,3.0808215210379406e-7
650000.,3.0306542547232595e-7
660000.,2.981808564927293e-7
670000.,2.934234620289206e-7
680000.,2.8878850821110334e-7
690000.,2.84271494776332e-7
700000.,2.7986814059515955e-7
710000.,2.755743702793045e-7
720000.,2.713863017759668e-7
730000.,2.6730023486374546e-7
740000.,2.6331264047358786e-7
750000.,2.594201507655284e-7
760000.,2.556195498987188e-7
770000.,2.519077654380455e-7
780000.,2.482818603460471e-7
790000.,2.447390255134722e-7
800000.,2.4127657278612377e-7
810000.,2.3789192844942078e-7
820000.,2.3458262713555762e-7
830000.,2.313463061211801e-7
840000.,2.281806999863356e-7
850000.,2.2508363560791547e-7
860000.,2.2205302746308925e-7
870000.,2.1908687322031128e-7
880000.,2.161832495972796e-7
890000.,2.133403084669728e-7
900000.,2.105562731943725e-7
910000.,2.078294351879206e-7
920000.,2.0515815065095962e-7
930000.,2.0254083751963092e-7
940000.,1.9997597257470616e-7
950000.,1.9746208871578953e-7
960000.,1.9499777238725537e-7
970000.,1.925816611460124e-7
980000.,1.9021244136198882e-7
990000.,1.8788884604284911e-7
1.e6,1.8560965277513043e-7
1.01e6,1.8337368177448856e-7
1.02e6,1.8117979403831371e-7
1.03e6,1.7902688959443102e-7
1.04e6,1.7691390584005172e-7
1.05e6,1.7483981596553073e-7
1.06e6,1.7280362745789025e-7
1.07e6,1.7080438067937831e-7
1.08e6,1.688411475166764e-7
1.09e6,1.6691303009665192e-7
1.1e6,1.650191595648346e-7
1.11e6,1.6315869492302365e-7
1.12e6,1.6133082192270564e-7
1.13e6,1.5953475201113396e-7
1.14e6,1.5776972132715992e-7
1.15e6,1.5603498974406055e-7
1.16e6,1.5432983995680866e-7
1.17e6,1.526535766113677e-7
1.18e6,1.5100552547375658e-7
1.19e6,1.4938503263676765e-7
1.2e6,1.4779146376234012e-7
1.21e6,1.4622420335772562e-7
1.22e6,1.4468265408368417e-7
1.23e6,1.4316623609305912e-7
1.24e6,1.4167438639817685e-7
1.25e6,1.4020655826559474e-7
1.26e6,1.3876222063683874e-7
1.27e6,1.373408575738114e-7
1.28e6,1.359419677276531e-7
1.29e6,1.3456506382989933e-7
1.3e6,1.332096722048429e-7
1.31e6,1.3187533230207174e-7
1.32e6,1.3056159624820672e-7
1.33e6,1.292680284169228e-7
1.34e6,1.2799420501638583e-7
1.35e6,1.2673971369327834e-7
1.36e6,1.2550415315264196e-7
1.37e6,1.242871327927989e-7
1.38e6,1.2308827235465278e-7
1.39e6,1.219072015847182e-7
1.4e6,1.2074355991123836e-7
1.41e6,1.1959699613281323e-7
1.42e6,1.1846716811896942e-7
1.43e6,1.1735374252213408e-7
1.44e6,1.1625639450051875e-7
1.45e6,1.1517480745141779e-7
1.46e6,1.1410867275448015e-7
1.47e6,1.1305768952450861e-7
1.48e6,1.1202156437338143e-7
1.49e6,1.1100001118070364e-7
1.5e6,1.099927508728167e-7
1.51e6,1.0899951120980577e-7
1.52e6,1.0802002658017752e-7
1.53e6,1.0705403780287989e-7
1.54e6,1.0610129193636189e-7
1.55e6,1.0516154209437988e-7
1.56e6,1.042345472682778e-7
1.57e6,1.0332007215546898e-7
1.58e6,1.0241788699387666e-7
1.59e6,1.0152776740208625e-7
1.6e6,1.0064949422498314e-7
1.61e6,9.978285338465537e-8
1.62e6,9.892763573635789e-8
1.63e6,9.808363692932826e-8
1.64e6,9.725065727227546e-8
1.65e6,9.642850160335082e-8
1.66e6,9.561697916443501e-8
1.67e6,9.48159034795643e-8
1.68e6,9.402509223735285e-8
1.69e6,9.324436717724107e-8
1.7e6,9.247355397943983e-8
1.71e6,9.171248215842398e-8
1.72e6,9.096098495984331e-8
1.73e6,9.021889926072468e-8
1.74e6,8.948606547284273e-8
1.75e6,8.876232744914134e-8
1.76e6,8.804753239309657e-8
1.77e6,8.734153077091297e-8
1.78e6,8.664417622644691e-8
1.79e6,8.595532549876401e-8
1.8e6,8.527483834223435e-8
1.81e6,8.460257744907178e-8
1.82e6,8.393840837423445e-8
1.83e6,8.328219946259956e-8
1.84e6,8.263382177834069e-8
1.85e6,8.1993149036414e-8
1.86e6,8.136005753609993e-8
1.87e6,8.073442609651616e-8
1.88e6,8.011613599403426e-8
1.89e6,7.9505070901543e-8
1.9e6,7.890111682948754e-8
1.91e6,7.830416206862698e-8
1.92e6,7.771409713445379e-8
1.93e6,7.713081471321358e-8
1.94e6,7.655420960948219e-8
1.95e6,7.598417869523648e-8
1.96e6,7.542062086037473e-8
1.97e6,7.486343696464366e-8
1.98e6,7.431252979091611e-8
1.99e6,7.376780399978183e-8
2.e6,7.32291660854076e-8
2.01e6,7.269652433262435e-8
2.02e6,7.216978877520309e-8
2.03e6,7.164887115527978e-8
