z,P
50000.,1.4534887681791192e-7
100000.,1.2617084999803593e-7
150000.,1.1505191951815831e-7
200000.,1.0726186058044483e-7
250000.,1.0129375982421177e-7
300000.,9.647336683833828e-8
350000.,9.244091463987164e-8
400000.,8.898201176643519e-8
450000.,8.595873907122266e-8
500000.,8.327722658421793e-8
550000.,8.08707527186255e-8
600000.,7.869022998028711e-8
650000.,7.669851660714274e-8
700000.,7.486684668270543e-8
750000.,7.317249844154907e-8
800000.,7.159721939163818e-8
850000.,7.012613180147883e-8
900000.,6.874695307162212e-8
950000.,6.74494283539137e-8
1.e6,6.622490976691455e-8
1.05e6,6.506603906344999e-8
1.1e6,6.396650471218908e-8
1.15e6,6.292085342901486e-8
1.2e6,6.19243421681086e-8
1.25e6,6.097282059904656e-8
1.3e6,6.006263684779617e-8
1.35e6,5.919056119713032e-8
1.4e6,5.835372379951673e-8
1.45e6,5.754956343034908e-8
1.5e6,5.677578501872441e-8
1.55e6,5.603032421536964e-8
1.6e6,5.531131764645573e-8
1.65e6,5.46170777948866e-8
1.7e6,5.3946071673260014e-8
1.75e6,5.3296902623367306e-8
1.8e6,5.266829470917275e-8
1.85e6,5.205907927311857e-8
1.9e6,5.1468183306472776e-8
1.95e6,5.089461934840811e-8
2.e6,5.0337476679407306e-8
2.05e6,4.979591361543002e-8
2.1e6,4.926915074215282e-8
2.15e6,4.875646495527562e-8
2.2e6,4.8257184194614375e-8
2.25e6,4.777068277749715e-8
2.3e6,4.729637725164249e-8
2.35e6,4.683372269980608e-8
2.4e6,4.6382209438537334e-8
2.45e6,4.59413600617913e-8
2.5e6,4.551072678715242e-8
2.55e6,4.5089889068336543e-8
2.6e6,4.4678451442624954e-8
2.65e6,4.427604158607917e-8
2.7e6,4.3882308553001005e-8
2.75e6,4.3496921179116334e-8
2.8e6,4.3119566630599855e-8
2.85e6,4.274994908327902e-8
2.9e6,4.238778851828316e-8
2.95e6,4.203281962206218e-8
3.e6,4.1684790780131755e-8
3.05e6,4.134346315514602e-8
3.1e6,4.100860984097864e-8
3.15e6,4.068001508542954e-8
3.2e6,4.035747357500218e-8
3.25e6,4.004078977591051e-8
3.3e6,3.9729777326106094e-8
3.35e6,3.942425847366472e-8
3.4e6,3.9124063557372194e-8
3.45e6,3.882903052576103e-8
3.5e6,3.8539004491248775e-8
3.55e6,3.825383731634663e-8
3.6e6,3.7973387229223315e-8
3.65e6,3.769751846616312e-8
3.7e6,3.7426100938692916e-8
3.75e6,3.715900992337819e-8
3.8e6,3.689612577245262e-8
3.85e6,3.66373336436388e-8
3.9e6,3.638252324764841e-8
3.95e6,3.6131588612001054e-8
4.e6,3.5884427859910316e-8
4.05e6,3.5640943003102794e-8
4.1e6,3.5401039747533234e-8
4.15e6,3.516462731104431e-8
4.2e6,3.4931618252104245e-8
4.25e6,3.470192830882364e-8
4.3e6,3.4475476247526554e-8
4.35e6,3.4252183720198455e-8
4.4e6,3.4031975130200556e-8
4.45e6,3.3814777505680695e-8
4.5e6,3.360052038015795e-8
4.55e6,3.3389135679802904e-8
4.6e6,3.318055761696435e-8
4.65e6,3.2974722589537605e-8
4.7e6,3.277156908578949e-8
4.75e6,3.257103759429553e-8
4.8e6,3.237307051865817e-8
4.85e6,3.2177612096708704e-8
4.9e6,3.19846083239139e-8
4.95e6,3.1794006880726385e-8
5.e6,3.1605757063637245e-8
5.05e6,3.14198097197115e-8
5.1e6,3.12361171843927e-8
5.15e6,3.1054633222386834e-8
5.2e6,3.087531297144261e-8
5.25e6,3.069811288886063e-8
5.3e6,3.0522990700575635e-8
5.35e6,3.0349905352661946e-8
5.4e6,3.017881696512853e-8
5.45e6,3.000968678787284e-8
5.5e6,2.9842477158676065e-8
5.55e6,2.9677151463126262e-8
5.6e6,2.9513674096363025e-8
5.65e6,2.9352010426549858e-8
5.7e6,2.9192126759975594e-8
5.75e6,2.9033990307703833e-8
5.8e6,2.8877569153686314e-8
5.85e6,2.8722832224264243e-8
5.9e6,2.856974925898551e-8
5.95e6,2.8418290782673352e-8
6.e6,2.8268428078676602e-8
6.05e6,2.8120133163249324e-8
6.1e6,2.797337876099717e-8
6.15e6,2.782813828134285e-8
6.2e6,2.7684385795954758e-8
6.25e6,2.7542096017098975e-8
6.3e6,2.7401244276862e-8
6.35e6,2.726180650720931e-8
6.4e6,2.7123759220836102e-8
6.45e6,2.6987079492773104e-8
6.5e6,2.6851744942713967e-8
6.55e6,2.6717733718028085e-8
6.6e6,2.6585024477429297e-8
6.65e6,2.645359637526929e-8
6.7e6,2.6323429046427743e-8
6.75e6,2.619450259177199e-8
6.8e6,2.6066797564160417e-8
6.85e6,2.5940294954966793e-8
6.9e6,2.581497618110086e-8
6.95e6,2.569082307250345e-8
7.e6,2.55678178600979e-8
7.05e6,2.544594316417409e-8
7.1e6,2.5325181983190914e-8
7.15e6,2.5205517682974986e-8
7.2e6,2.508693398630262e-8
7.25e6,2.4969414962847127e-8
7.3e6,2.4852945019474823e-8
7.35e6,2.4737508890879292e-8
7.4e6,2.4623091630535704e-8
7.45e6,2.4509678601964758e-8
7.5e6,2.4397255470292666e-8
7.55e6,2.4285808194095517e-8
7.6e6,2.417532301751635e-8
7.65e6,2.406578646264446e-8
7.7e6,2.3957185322146757e-8
7.75e6,2.384950665213992e-8
7.8e6,2.3742737765295924e-8
7.85e6,2.3636866224170058e-8
7.9e6,2.3531879834744636e-8
7.95e6,2.3427766640178056e-8
8.e6,2.332451491475361e-8
8.05e6,2.3222113158018437e-8
8.1e6,2.3120550089107397e-8
8.15e6,2.3019814641243286e-8
8.2e6,2.2919895956407416e-8
8.25e6,2.2820783380175565e-8
8.3e6,2.2722466456710407e-8
8.35e6,2.262493492390807e-8
8.4e6,2.2528178708690264e-8
8.45e6,2.2432187922438767e-8
8.5e6,2.2336952856565954e-8
8.55e6,2.2242463978217715e-8
8.6e6,2.214871192610212e-8
8.65e6,2.2055687506442182e-8
8.7e6,2.196338168904571e-8
8.75e6,2.1871785603489634e-8
8.8e6,2.1780890535414935e-8
8.85e6,2.169068792292715e-8
8.9e6,2.1601169353100415e-8
8.95e6,2.1512326558580515e-8
9.e6,2.1424151414283188e-8
9.05e6,2.1336635934186825e-8
9.1e6,2.1249772268212508e-8
9.15e6,2.1163552699192448e-8
9.2e6,2.107796963992174e-8
9.25e6,2.099301563028996e-8
9.3e6,2.090868333449318e-8
9.35e6,2.0824965538319622e-8
9.4e6,2.0741855146510205e-8
9.45e6,2.0659345180189584e-8
9.5e6,2.0577428774365395e-8
9.55e6,2.049609917549459e-8
9.6e6,2.041534973911443e-8
9.65e6,2.0335173927534812e-8
9.7e6,2.025556530759205e-8
9.75e6,2.0176517548460637e-8
9.8e6,2.0098024419522048e-8
9.85e6,2.0020079788288174e-8
9.9e6,1.9942677618377957e-8
9.95e6,1.9865811967546793e-8
1.e7,1.9789476985763794e-8
1.005e7,1.971366691334023e-8
1.01e7,1.9638376079102823e-8
1.015e7,1.956359889861446e-8
1.02e7,1.9489329872437943e-8
1.025e7,1.9415563584443336e-8
1.03e7,1.9342294700156934e-8
1.035e7,1.9269517965151293e-8
1.04e7,1.9197228203473695e-8
1.045e7,1.9125420316112526e-8
1.05e7,1.9054089279503047e-8
1.055e7,1.8983230144065874e-8
1.06e7,1.8912838032783166e-8
1.065e7,1.884290813980694e-8
1.07e7,1.8773435729101832e-8
1.075e7,1.8704416133118848e-8
1.08e7,1.86358447515008e-8
1.085e7,1.8567717049818084e-8
1.09e7,1.850002855833384e-8
1.095e7,1.8432774870796957e-8
1.1e7,1.836595164326499e-8
1.105e7,1.8299554592951447e-8
1.11e7,1.823357949710215e-8
1.115e7,1.8168022191894306e-8
1.12e7,1.8102878571363538e-8
1.125e7,1.803814458635293e-8
1.13e7,1.7973816243486384e-8
1.135e7,1.7909889604165394e-8
1.14e7,1.7846360783587224e-8
1.145e7,1.7783225949786117e-8
1.15e7,1.7720481322694175e-8
1.155e7,1.765812317322444e-8
1.16e7,1.7596147822372375e-8
1.165e7,1.7534551640338777e-8
1.17e7,1.747333104567022e-8
1.175e7,1.7412482504418426e-8
1.18e7,1.7352002529318475e-8
1.185e7,1.7291887678983954e-8
1.19e7,1.7232134557118833e-8
1.195e7,1.7172739811747444e-8
1.2e7,1.7113700134459195e-8
1.205e7,1.7055012259670854e-8
1.21e7,1.6996672963902432e-8
1.215e7,1.6938679065069747e-8
1.22e7,1.6881027421791275e-8
1.225e7,1.6823714932708702e-8
1.23e7,1.6766738535822577e-8
1.235e7,1.6710095207840656e-8
1.24e7,1.6653781963540233e-8
1.245e7,1.6597795855143544e-8
1.25e7,1.654213397170486e-8
1.255e7,1.6486793438511264e-8
1.26e7,1.6431771416494674e-8
1.265e7,1.6377065101656185e-8
1.27e7,1.6322671724501182e-8
1.275e7,1.6268588549486783e-8
1.28e7,1.621481287447902e-8
1.285e7,1.616134203022177e-8
1.29e7,1.6108173379815824e-8
1.295e7,1.605530431820754e-8
1.3e7,1.6002732271688473e-8
1.305e7,1.5950454697404097e-8
1.31e7,1.5898469082872484e-8
1.315e7,1.5846772945511423e-8
1.32e7,1.5795363832176155e-8
1.325e7,1.5744239318704132e-8
1.33e7,1.569339700946991e-8
1.335e7,1.564283453694798e-8
1.34e7,1.559254956128353e-8
1.345e7,1.55425397698722e-8
1.35e7,1.5492802876946582e-8
1.355e7,1.5443336623171598e-8
1.36e7,1.539413877524673e-8
1.365e7,1.5345207125515664e-8
1.37e7,1.5296539491583905e-8
1.375e7,1.524813371594216e-8
1.38e7,1.5199987665598033e-8
1.385e7,1.5152099231713096e-8
1.39e7,1.510446632924835e-8
1.395e7,1.505708689661417e-8
1.4e7,1.5009958895328033e-8
1.405e7,1.4963080309677627e-8
1.41e7,1.4916449146390686e-8
1.415e7,1.4870063434310339e-8
1.42e7,1.4823921224075752e-8
1.425e7,1.4778020587809947e-8
1.43e7,1.4732359618811574e-8
1.435e7,1.468693643125316e-8
1.44e7,1.4641749159884102e-8
1.445e7,1.4596795959739398e-8
1.45e7,1.4552075005852924e-8
1.455e7,1.4507584492975862e-8
1.46e7,1.4463322635300846e-8
1.465e7,1.4419287666189322e-8
1.47e7,1.4375477837905176e-8
1.475e7,1.433189142135153e-8
1.48e7,1.4288526705813906e-8
1.485e7,1.4245381998705256e-8
1.49e7,1.4202455625318114e-8
1.495e7,1.4159745928578353e-8
1.5e7,1.4117251268805544e-8
1.505e7,1.407497002347506e-8
1.51e7,1.4032900586985951e-8
