z,P
150.,0.001318130076394376
300.,0.0006221074498235078
450.,0.00037008228209172057
600.,0.00024702345868271656
750.,0.00017714662622677485
900.,0.0001335186290400771
1050.,0.00010440940877421991
1200.,0.00008400113666320728
1350.,0.00006913030591706356
1500.,0.00005795334949661403
1650.,0.00004933583558873469
1800.,0.000042548248731217683
1950.,0.00003710401062046102
2100.,0.000032668417122046484
2250.,0.000029005071949874435
2400.,0.0000259431435841994
2550.,0.000023356678349543442
2700.,0.00002115114908215078
2850.,0.000019254484512944196
3000.,0.000017610951031899597
3150.,0.000016176895323653163
3300.,0.000014917727953793471
3450.,0.00001380575101996876
3600.,0.000012818570285748732
3750.,0.000011937918696724754
3900.,0.000011148773791617992
4050.,0.000010438687967708007
4200.,9.797274863379654e-6
4350.,9.215811587474353e-6
4500.,8.686927847929225e-6
4650.,8.204360924847331e-6
4800.,7.762761005003767e-6
4950.,7.357535375024818e-6
5100.,6.9847228452862065e-6
5250.,6.640891874537912e-6
5400.,6.323057411213612e-6
5550.,6.028612617002796e-6
5700.,5.755272500528783e-6
5850.,5.501027140977702e-6
6000.,5.264102678325681e-6
6150.,5.042928628111952e-6
6300.,4.836110373379493e-6
6450.,4.642405915622822e-6
6600.,4.460706145995731e-6
6750.,4.290018039295587e-6
6900.,4.129450285093423e-6
7050.,3.978200959423678e-6
7200.,3.835546911698552e-6
7350.,3.700834598806213e-6
7500.,3.5734721446409633e-6
7650.,3.4529224408787485e-6
7800.,3.33869713543079e-6
7950.,3.2303513800674482e-6
8100.,3.1274792292970295e-6
8250.,3.0297095995704968e-6
8400.,2.936702711945539e-6
8550.,2.8481469530283267e-6
8700.,2.763756098752195e-6
8850.,2.683266853700622e-6
9000.,2.6064366655191622e-6
9150.,2.5330417797155897e-6
9300.,2.4628755050055427e-6
9450.,2.3957466634741764e-6
9600.,2.3314782033155654e-6
9750.,2.269905954884182e-6
9900.,2.210877513329096e-6
10050.,2.1542512332521654e-6
10200.,2.0998953226925652e-6
10350.,2.0476870253404913e-6
10500.,1.997511881261737e-6
10650.,1.949263057605506e-6
10800.,1.9028407417986154e-6
10950.,1.8581515906227952e-6
11100.,1.8151082293487373e-6
11250.,1.7736287957767396e-6
11400.,1.7336365246238357e-6
11550.,1.6950593682132546e-6
11700.,1.6578296498733633e-6
11850.,1.6218837468496708e-6
12000.,1.5871617998814746e-6
12150.,1.5536074469011528e-6
12300.,1.521167578584282e-6
12450.,1.4897921137173304e-6
12600.,1.4594337925606332e-6
12750.,1.430047986571255e-6
12900.,1.40159252301616e-6
13050.,1.3740275231534607e-6
13200.,1.347315252790295e-6
13350.,1.3214199841429606e-6
13500.,1.296307868028838e-6
13650.,1.271946815512612e-6
13800.,1.248306388212766e-6
13950.,1.2253576965484754e-6
14100.,1.203073305274072e-6
14250.,1.1814271457081275e-6
14400.,1.1603944341180676e-6
14550.,1.1399515957698112e-6
14700.,1.1200761941955008e-6
14850.,1.1007468652718793e-6
15000.,1.08194325573735e-6
15150.,1.063645965808011e-6
15300.,1.0458364955818646e-6
15450.,1.0284971949468936e-6
15600.,1.011611216732475e-6
15750.,9.951624728652906e-7
15900.,9.79135593310525e-7
16050.,9.635158875971179e-7
16200.,9.482893087419891e-7
16350.,9.334424194030593e-7
16500.,9.189623601043882e-7
16650.,9.048368193890211e-7
16800.,8.910540057664924e-7
16950.,8.776026213320936e-7
17100.,8.644718369445461e-7
17250.,8.51651268857235e-7
17400.,8.391309567061088e-7
17550.,8.269013427645457e-7
17700.,8.149532523821748e-7
17850.,8.032778755306553e-7
18000.,7.918667493851132e-7
18150.,7.807117418749904e-7
18300.,7.698050361428732e-7
18450.,7.59139115854213e-7
18600.,7.487067513048241e-7
18750.,7.385009862768301e-7
18900.,7.285151255971041e-7
19050.,7.187427233553959e-7
19200.,7.091775717423219e-7
19350.,6.998136904700235e-7
19500.,6.906453167408134e-7
19650.,6.816668957315014e-7
19800.,6.728730715631267e-7
19950.,6.642586787279086e-7
20100.,6.558187339470023e-7
20250.,6.475484284343707e-7
20400.,6.39443120543704e-7
20550.,6.314983287767341e-7
20700.,6.23709725132684e-7
20850.,6.160731287799065e-7
21000.,6.085845000318561e-7
21150.,6.012399346107496e-7
21300.,5.940356581832227e-7
21450.,5.86968021153261e-7
21600.,5.800334936986057e-7
21750.,5.732286610376452e-7
21900.,5.665502189145544e-7
22050.,5.599949692912503e-7
22200.,5.535598162352872e-7
22350.,5.472417619935986e-7
22500.,5.410379032424184e-7
22650.,5.349454275044439e-7
22800.,5.289616097246579e-7
22950.,5.230838089968299e-7
23100.,5.173094654331182e-7
23250.,5.116360971696383e-7
23400.,5.060612975012375e-7
23550.,5.005827321391389e-7
23700.,4.95198136585413e-7
23850.,4.899053136186263e-7
24000.,4.847021308852461e-7
24150.,4.795865185917801e-7
24300.,4.745564672927877e-7
24450.,4.696100257702445e-7
24600.,4.6474529899995725e-7
24750.,4.599604462009147e-7
24900.,4.552536789637529e-7
25050.,4.5062325945464743e-7
25200.,4.460674986911478e-7
25350.,4.415847548867121e-7
25500.,4.371734318607481e-7
25650.,4.32831977511256e-7
25800.,4.2855888234723993e-7
25950.,4.243526780781877e-7
26100.,4.2021193625814013e-7
26250.,4.16135266981876e-7
26400.,4.121213176309809e-7
26550.,4.081687716675618e-7
26700.,4.042763474735999e-7
26850.,4.0044279723391655e-7
27000.,3.966669058608984e-7
27150.,3.929474899592257e-7
27300.,3.8928339682885365e-7
27450.,3.8567350350465883e-7
27600.,3.8211671583122094e-7
27750.,3.78611967571245e-7
27900.,3.7515821954624035e-7
28050.,3.7175445880812174e-7
28200.,3.683996978404602e-7
28350.,3.650929737881665e-7
