time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1211.0,130.0
0.4,1493.0,192.0
0.6,1786.0,246.0
0.8,2170.0,347.0
1.0,2667.0,473.0
1.2,3277.0,640.0
1.4,3973.0,881.0
1.6,4894.0,1156.0
1.8,5901.0,1586.0
2.0,7159.0,2130.0
2.2,8767.0,2845.0
2.4,10675.0,3843.0
2.6,12991.0,5198.0
2.8,16027.0,6978.0
3.0,19628.0,9470.0
3.2,23920.0,12755.0
3.4,29312.0,17161.0
3.6,35917.0,23230.0
3.8,43885.0,31214.0
4.0,53506.0,41986.0
4.2,65650.0,56610.0
4.4,80216.0,76257.0
4.6,98017.0,102965.0
4.8,119978.0,138890.0
5.0,146926.0,187836.0
5.2,179965.0,253693.0
5.4,220247.0,342656.0
5.6,269894.0,461976.0
5.8,330961.0,624470.0
6.0,405725.0,843280.0
6.2,497738.0,1139719.0
6.4,610589.0,1539143.0
6.6,749754.0,2078672.0
6.8,921591.0,2805370.0
7.0,1132676.0,3785866.0
7.2,1393082.0,5108332.0
7.4,1714111.0,6896147.0
7.6,2111487.0,9305342.0
7.8,2602903.0,12560749.0
8.0,3210599.0,16958879.0
8.2,3965602.0,22891219.0
8.4,4901085.0,30894670.0
8.6,6066408.0,41704095.0
8.8,7517345.0,56295217.0
9.0,9328662.0,75994951.0
9.2,11590687.0,102589882.0
9.4,14420954.0,138487686.0
9.6,17965215.0,186943603.0
9.8,22419814.0,252354548.0
10.0,28037192.0,340667997.0
