time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1228.0,129.0
0.4,1475.0,165.0
0.6,1776.0,229.0
0.8,2187.0,316.0
1.0,2692.0,458.0
1.2,3315.0,617.0
1.4,4042.0,820.0
1.6,4910.0,1115.0
1.8,6054.0,1509.0
2.0,7419.0,2017.0
2.2,9121.0,2713.0
2.4,11233.0,3673.0
2.6,13758.0,4924.0
2.8,16796.0,6600.0
3.0,20505.0,8855.0
3.2,25038.0,11902.0
3.4,30470.0,16073.0
3.6,37289.0,21662.0
3.8,45469.0,29139.0
4.0,55710.0,39297.0
4.2,67963.0,53128.0
4.4,83061.0,71644.0
4.6,101858.0,96660.0
4.8,124550.0,130499.0
5.0,152561.0,176196.0
5.2,186738.0,237448.0
5.4,228882.0,320532.0
5.6,280269.0,432373.0
5.8,343578.0,583038.0
6.0,421850.0,787601.0
6.2,517542.0,1063073.0
6.4,634949.0,1434580.0
6.6,779537.0,1936296.0
6.8,956648.0,2612874.0
7.0,1175050.0,3526571.0
7.2,1443428.0,4760885.0
7.4,1775300.0,6428234.0
7.6,2186113.0,8676761.0
7.8,2692296.0,11709483.0
8.0,3319442.0,15809079.0
8.2,4094688.0,21340050.0
8.4,5055107.0,28807055.0
8.6,6245904.0,38886108.0
8.8,7727145.0,52491581.0
9.0,9573714.0,70854870.0
9.2,11873574.0,95636445.0
9.4,14748542.0,129097167.0
9.6,18342708.0,174276996.0
9.8,22850082.0,235252196.0
10.0,28515117.0,317553816.0
