time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1241.0,130.0
0.4,1495.0,182.0
0.6,1843.0,256.0
0.8,2241.0,338.0
1.0,2779.0,447.0
1.2,3389.0,587.0
1.4,4116.0,781.0
1.6,5053.0,1058.0
1.8,6182.0,1457.0
2.0,7549.0,1984.0
2.2,9121.0,2661.0
2.4,11153.0,3548.0
2.6,13612.0,4824.0
2.8,16601.0,6501.0
3.0,20208.0,8797.0
3.2,24598.0,11905.0
3.4,30057.0,16058.0
3.6,36659.0,21682.0
3.8,44874.0,29166.0
4.0,54818.0,39356.0
4.2,66893.0,53185.0
4.4,81810.0,71736.0
4.6,100227.0,96882.0
4.8,122588.0,130431.0
5.0,149826.0,176164.0
5.2,183484.0,237591.0
5.4,224659.0,320569.0
5.6,275000.0,432736.0
5.8,336772.0,584181.0
6.0,412858.0,788412.0
6.2,506894.0,1065186.0
6.4,621540.0,1437121.0
6.6,763084.0,1940785.0
6.8,937606.0,2619760.0
7.0,1152298.0,3536553.0
7.2,1416954.0,4774672.0
7.4,1744072.0,6443983.0
7.6,2147164.0,8698892.0
7.8,2645435.0,11740065.0
8.0,3261503.0,15850990.0
8.2,4024888.0,21399487.0
8.4,4971057.0,28890790.0
8.6,6145159.0,39001675.0
8.8,7606260.0,52654716.0
9.0,9427818.0,71083770.0
9.2,11695973.0,95960119.0
9.4,14534025.0,129543171.0
9.6,18084987.0,174876974.0
9.8,22537307.0,236077203.0
10.0,28133182.0,318664839.0
