time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1235.0,146.0
0.4,1505.0,198.0
0.6,1841.0,288.0
0.8,2269.0,372.0
1.0,2786.0,492.0
1.2,3415.0,700.0
1.4,4214.0,928.0
1.6,5120.0,1217.0
1.8,6236.0,1669.0
2.0,7607.0,2228.0
2.2,9263.0,3033.0
2.4,11318.0,4122.0
2.6,13845.0,5557.0
2.8,16877.0,7474.0
3.0,20605.0,9986.0
3.2,25081.0,13441.0
3.4,30635.0,18194.0
3.6,37430.0,24485.0
3.8,45910.0,33080.0
4.0,56021.0,44771.0
4.2,68315.0,60580.0
4.4,83680.0,81933.0
4.6,102586.0,110394.0
4.8,125343.0,149075.0
5.0,153154.0,201130.0
5.2,187682.0,271555.0
5.4,230223.0,366347.0
5.6,282152.0,494702.0
5.8,346280.0,667260.0
6.0,424634.0,900132.0
6.2,521362.0,1216447.0
6.4,639986.0,1642254.0
6.6,786041.0,2216623.0
6.8,965721.0,2991159.0
7.0,1186669.0,4039915.0
7.2,1460188.0,5452103.0
7.4,1797277.0,7361143.0
7.6,2214858.0,9936345.0
7.8,2728758.0,13418061.0
8.0,3367798.0,18108698.0
8.2,4159592.0,24446947.0
8.4,5141829.0,33001478.0
8.6,6364497.0,44550573.0
8.8,7886862.0,60146792.0
9.0,9785019.0,81185625.0
9.2,12158700.0,109585040.0
9.4,15134970.0,147929623.0
9.6,18866888.0,199694128.0
9.8,23554527.0,269554830.0
10.0,29461501.0,363860046.0
