time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1201.0,144.0
0.4,1461.0,186.0
0.6,1789.0,250.0
0.8,2221.0,343.0
1.0,2715.0,482.0
1.2,3365.0,635.0
1.4,4083.0,887.0
1.6,4934.0,1185.0
1.8,6070.0,1623.0
2.0,7368.0,2205.0
2.2,8980.0,2984.0
2.4,10983.0,4068.0
2.6,13322.0,5528.0
2.8,16387.0,7455.0
3.0,20146.0,10073.0
3.2,24591.0,13645.0
3.4,30053.0,18367.0
3.6,36822.0,24865.0
3.8,45093.0,33575.0
4.0,55106.0,45227.0
4.2,67470.0,60907.0
4.4,82674.0,82160.0
4.6,101164.0,110735.0
4.8,123799.0,149318.0
5.0,151471.0,201442.0
5.2,185091.0,272276.0
5.4,226649.0,367661.0
5.6,277181.0,496472.0
5.8,339906.0,670496.0
6.0,416742.0,904871.0
6.2,511395.0,1220174.0
6.4,628063.0,1646745.0
6.6,771454.0,2222952.0
6.8,948763.0,3001405.0
7.0,1166869.0,4053084.0
7.2,1436052.0,5469052.0
7.4,1768670.0,7383156.0
7.6,2178678.0,9966683.0
7.8,2686463.0,13452828.0
8.0,3316682.0,18159816.0
8.2,4100458.0,24517361.0
8.4,5069970.0,33102075.0
8.6,6276705.0,44683241.0
8.8,7780785.0,60317021.0
9.0,9656815.0,81417856.0
9.2,12005482.0,109903241.0
9.4,14945848.0,148349787.0
9.6,18637222.0,200264747.0
9.8,23280145.0,270340279.0
10.0,29129779.0,364928394.0
