time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1248.0,137.0
0.4,1531.0,200.0
0.6,1890.0,266.0
0.8,2287.0,377.0
1.0,2773.0,503.0
1.2,3382.0,680.0
1.4,4193.0,862.0
1.6,5111.0,1179.0
1.8,6270.0,1560.0
2.0,7660.0,2123.0
2.2,9316.0,2824.0
2.4,11252.0,3810.0
2.6,13777.0,5168.0
2.8,16765.0,7078.0
3.0,20459.0,9576.0
3.2,25139.0,12997.0
3.4,30730.0,17505.0
3.6,37565.0,23601.0
3.8,45892.0,31894.0
4.0,56078.0,43076.0
4.2,68754.0,58196.0
4.4,84043.0,78456.0
4.6,102586.0,105934.0
4.8,125767.0,142929.0
5.0,153954.0,192824.0
5.2,188506.0,260575.0
5.4,230996.0,351150.0
5.6,282830.0,474655.0
5.8,346771.0,640903.0
6.0,425433.0,866257.0
6.2,521817.0,1169895.0
6.4,639616.0,1578826.0
6.6,784402.0,2130821.0
6.8,963035.0,2877510.0
7.0,1184260.0,3884541.0
7.2,1457615.0,5242807.0
7.4,1792984.0,7078642.0
7.6,2206968.0,9553710.0
7.8,2720732.0,12896717.0
8.0,3357465.0,17412568.0
8.2,4146371.0,23506381.0
8.4,5124616.0,31736325.0
8.6,6340164.0,42844606.0
8.8,7853748.0,57830148.0
9.0,9739503.0,78058263.0
9.2,12096479.0,105368471.0
9.4,15047179.0,142231683.0
9.6,18743741.0,191994020.0
9.8,23388409.0,259178145.0
10.0,29231596.0,349858368.0
