time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1223.0,124.0
0.4,1466.0,171.0
0.6,1773.0,219.0
0.8,2150.0,284.0
1.0,2649.0,379.0
1.2,3215.0,526.0
1.4,3920.0,754.0
1.6,4801.0,1030.0
1.8,5868.0,1399.0
2.0,7125.0,1891.0
2.2,8650.0,2521.0
2.4,10593.0,3348.0
2.6,12944.0,4495.0
2.8,15775.0,6035.0
3.0,19192.0,8150.0
3.2,23376.0,10968.0
3.4,28509.0,14899.0
3.6,34836.0,20072.0
3.8,42625.0,27123.0
4.0,52117.0,36695.0
4.2,63535.0,49667.0
4.4,77494.0,66927.0
4.6,94760.0,90141.0
4.8,115854.0,121901.0
5.0,141801.0,164661.0
5.2,173608.0,222094.0
5.4,212762.0,299572.0
5.6,260243.0,404161.0
5.8,318754.0,545101.0
6.0,391328.0,735046.0
6.2,480076.0,991964.0
6.4,588806.0,1339120.0
6.6,722695.0,1807454.0
6.8,887516.0,2440661.0
7.0,1090905.0,3295023.0
7.2,1341231.0,4447117.0
7.4,1650988.0,6003390.0
7.6,2031897.0,8105676.0
7.8,2503384.0,10942129.0
8.0,3085321.0,14772929.0
8.2,3806243.0,19944228.0
8.4,4700059.0,26927775.0
8.6,5810107.0,36346670.0
8.8,7188452.0,49068955.0
9.0,8905352.0,66234827.0
9.2,11045628.0,89402193.0
9.4,13721060.0,120679435.0
9.6,17068848.0,162897422.0
9.8,21264270.0,219892822.0
10.0,26539794.0,296820097.0
