time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1219.0,143.0
0.4,1486.0,198.0
0.6,1831.0,260.0
0.8,2213.0,352.0
1.0,2727.0,488.0
1.2,3321.0,653.0
1.4,4032.0,879.0
1.6,4943.0,1165.0
1.8,6041.0,1620.0
2.0,7392.0,2204.0
2.2,9033.0,2923.0
2.4,10967.0,3948.0
2.6,13319.0,5317.0
2.8,16263.0,7256.0
3.0,19851.0,9800.0
3.2,24280.0,13224.0
3.4,29596.0,17901.0
3.6,36110.0,24196.0
3.8,44167.0,32542.0
4.0,53960.0,44072.0
4.2,65955.0,59588.0
4.4,80893.0,80406.0
4.6,99073.0,109130.0
4.8,121554.0,147417.0
5.0,148743.0,198994.0
5.2,182240.0,268678.0
5.4,223238.0,362515.0
5.6,273587.0,489516.0
5.8,335239.0,660804.0
6.0,410861.0,891887.0
6.2,503681.0,1204456.0
6.4,617988.0,1625497.0
6.6,758891.0,2195425.0
6.8,932601.0,2964869.0
7.0,1146694.0,4001819.0
7.2,1411380.0,5401281.0
7.4,1737607.0,7286958.0
7.6,2140216.0,9837917.0
7.8,2638979.0,13282527.0
8.0,3256417.0,17928576.0
8.2,4023021.0,24201431.0
8.4,4976873.0,32673041.0
8.6,6162508.0,44110719.0
8.8,7639428.0,59547068.0
9.0,9485208.0,80382660.0
9.2,11793894.0,108504348.0
9.4,14681905.0,146465759.0
9.6,18310711.0,197704546.0
9.8,22868679.0,266869057.0
10.0,28619733.0,360229547.0
