time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1208.0,139.0
0.4,1458.0,196.0
0.6,1776.0,249.0
0.8,2163.0,323.0
1.0,2683.0,471.0
1.2,3256.0,627.0
1.4,3996.0,832.0
1.6,4845.0,1121.0
1.8,5939.0,1567.0
2.0,7316.0,2096.0
2.2,8949.0,2802.0
2.4,10901.0,3748.0
2.6,13335.0,5064.0
2.8,16375.0,6920.0
3.0,19945.0,9389.0
3.2,24347.0,12628.0
3.4,29798.0,17026.0
3.6,36375.0,23011.0
3.8,44344.0,30999.0
4.0,54153.0,41674.0
4.2,66228.0,56408.0
4.4,81083.0,76207.0
4.6,99521.0,103062.0
4.8,121671.0,139292.0
5.0,149064.0,188056.0
5.2,182392.0,253770.0
5.4,223691.0,343253.0
5.6,274321.0,462823.0
5.8,336536.0,625431.0
6.0,412852.0,844358.0
6.2,507302.0,1138953.0
6.4,622314.0,1537689.0
6.6,764264.0,2075881.0
6.8,938833.0,2802372.0
7.0,1153853.0,3783263.0
7.2,1419651.0,5105067.0
7.4,1748242.0,6890340.0
7.6,2154659.0,9302972.0
7.8,2655898.0,12556047.0
8.0,3276162.0,16950587.0
8.2,4045442.0,22875540.0
8.4,5001792.0,30877160.0
8.6,6187923.0,41676283.0
8.8,7663931.0,56263496.0
9.0,9503669.0,75941925.0
9.2,11803130.0,102511296.0
9.4,14678297.0,138385398.0
9.6,18285291.0,186813003.0
9.8,22816399.0,252168432.0
10.0,28511730.0,340378298.0
