time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1255.0,132.0
0.4,1534.0,178.0
0.6,1892.0,247.0
0.8,2290.0,319.0
1.0,2838.0,450.0
1.2,3495.0,620.0
1.4,4231.0,869.0
1.6,5139.0,1180.0
1.8,6325.0,1567.0
2.0,7763.0,2080.0
2.2,9491.0,2794.0
2.4,11571.0,3730.0
2.6,14222.0,5062.0
2.8,17414.0,6882.0
3.0,21338.0,9222.0
3.2,26081.0,12464.0
3.4,31863.0,16750.0
3.6,39065.0,22591.0
3.8,47692.0,30614.0
4.0,58255.0,41187.0
4.2,71259.0,55710.0
4.4,87093.0,75342.0
4.6,106607.0,101732.0
4.8,130300.0,137209.0
5.0,159359.0,185226.0
5.2,195206.0,250040.0
5.4,239157.0,337695.0
5.6,292793.0,455631.0
5.8,359191.0,615299.0
6.0,440482.0,830269.0
6.2,540163.0,1121326.0
6.4,662463.0,1514397.0
6.6,813050.0,2044787.0
6.8,998505.0,2758551.0
7.0,1227057.0,3724195.0
7.2,1508804.0,5028460.0
7.4,1855462.0,6788425.0
7.6,2282581.0,9164736.0
7.8,2812119.0,12369737.0
8.0,3466253.0,16697545.0
8.2,4276336.0,22538183.0
8.4,5281438.0,30423647.0
8.6,6528535.0,41071324.0
8.8,8080356.0,55441991.0
9.0,10013693.0,74844531.0
9.2,12421576.0,101036354.0
9.4,15430763.0,136385482.0
9.6,19196074.0,184111999.0
9.8,23915811.0,248530071.0
10.0,29849166.0,335497340.0
