time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1194.0,138.0
0.4,1452.0,192.0
0.6,1766.0,274.0
0.8,2171.0,355.0
1.0,2626.0,481.0
1.2,3253.0,647.0
1.4,3974.0,913.0
1.6,4862.0,1259.0
1.8,5944.0,1690.0
2.0,7282.0,2287.0
2.2,8892.0,3100.0
2.4,10849.0,4139.0
2.6,13214.0,5563.0
2.8,16116.0,7522.0
3.0,19737.0,10237.0
3.2,23972.0,13781.0
3.4,29267.0,18631.0
3.6,35651.0,25014.0
3.8,43463.0,33823.0
4.0,53253.0,45442.0
4.2,65180.0,61295.0
4.4,79999.0,82439.0
4.6,97911.0,111439.0
4.8,120105.0,150362.0
5.0,147165.0,203333.0
5.2,180060.0,274830.0
5.4,220553.0,371348.0
5.6,270272.0,500494.0
5.8,331416.0,675598.0
6.0,406252.0,912672.0
6.2,498222.0,1233218.0
6.4,611568.0,1664807.0
6.6,751080.0,2246487.0
6.8,922312.0,3032735.0
7.0,1134035.0,4093425.0
7.2,1395152.0,5526528.0
7.4,1718146.0,7461149.0
7.6,2118158.0,10074227.0
7.8,2611870.0,13595009.0
8.0,3224962.0,18353292.0
8.2,3984362.0,24775378.0
8.4,4930313.0,33446946.0
8.6,6107143.0,45150083.0
8.8,7576002.0,60946943.0
9.0,9408907.0,82272011.0
9.2,11703701.0,111050329.0
9.4,14576840.0,149915730.0
9.6,18190254.0,202370292.0
9.8,22739455.0,273171212.0
10.0,28476760.0,368750146.0
