time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1206.0,129.0
0.4,1479.0,178.0
0.6,1793.0,239.0
0.8,2196.0,315.0
1.0,2693.0,405.0
1.2,3344.0,555.0
1.4,4148.0,746.0
1.6,5047.0,984.0
1.8,6192.0,1380.0
2.0,7572.0,1877.0
2.2,9205.0,2497.0
2.4,11278.0,3362.0
2.6,13790.0,4576.0
2.8,16720.0,6170.0
3.0,20401.0,8377.0
3.2,24776.0,11318.0
3.4,30305.0,15261.0
3.6,36862.0,20686.0
3.8,45067.0,27740.0
4.0,55188.0,37402.0
4.2,67498.0,50372.0
4.4,82364.0,67837.0
4.6,100751.0,91672.0
4.8,123413.0,123399.0
5.0,151327.0,166475.0
5.2,185181.0,224878.0
5.4,226359.0,304129.0
5.6,277249.0,410711.0
5.8,339681.0,554940.0
6.0,415764.0,748569.0
6.2,510286.0,1010701.0
6.4,624685.0,1363484.0
6.6,766302.0,1840598.0
6.8,940782.0,2484849.0
7.0,1155270.0,3353684.0
7.2,1419752.0,4526371.0
7.4,1746046.0,6111040.0
7.6,2149188.0,8249526.0
7.8,2647701.0,11135143.0
8.0,3261508.0,15031547.0
8.2,4022267.0,20292056.0
8.4,4964499.0,27394240.0
8.6,6135269.0,36979658.0
8.8,7589963.0,49925269.0
9.0,9398347.0,67384169.0
9.2,11652451.0,90959364.0
9.4,14466242.0,122779141.0
9.6,17985224.0,165722701.0
9.8,22394995.0,223699968.0
10.0,27929079.0,301977945.0
