time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1210.0,139.0
0.4,1496.0,187.0
0.6,1872.0,261.0
0.8,2274.0,353.0
1.0,2785.0,476.0
1.2,3320.0,620.0
1.4,4049.0,829.0
1.6,4927.0,1079.0
1.8,5992.0,1442.0
2.0,7255.0,1878.0
2.2,8822.0,2535.0
2.4,10743.0,3417.0
2.6,13039.0,4660.0
2.8,15889.0,6282.0
3.0,19409.0,8547.0
3.2,23748.0,11578.0
3.4,28954.0,15722.0
3.6,35463.0,21172.0
3.8,43187.0,28620.0
4.0,52579.0,38395.0
4.2,64345.0,51768.0
4.4,78764.0,70002.0
4.6,96306.0,94224.0
4.8,117901.0,127288.0
5.0,144402.0,171620.0
5.2,176738.0,232198.0
5.4,216416.0,313179.0
5.6,265055.0,422483.0
5.8,324382.0,570240.0
6.0,397439.0,770317.0
6.2,487808.0,1040293.0
6.4,598346.0,1404188.0
6.6,734749.0,1894997.0
6.8,902448.0,2559064.0
7.0,1108553.0,3456326.0
7.2,1363539.0,4666407.0
7.4,1678302.0,6300092.0
7.6,2066233.0,8507417.0
7.8,2546517.0,11484309.0
8.0,3140773.0,15500934.0
8.2,3876531.0,20925403.0
8.4,4789894.0,28252165.0
8.6,5924143.0,38132656.0
8.8,7331428.0,51474244.0
9.0,9091289.0,69484502.0
9.2,11282087.0,93795045.0
9.4,14019614.0,126613385.0
9.6,17447022.0,170916644.0
9.8,21749893.0,230731622.0
10.0,27160328.0,311480445.0
