time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1226.0,142.0
0.4,1515.0,192.0
0.6,1865.0,259.0
0.8,2265.0,340.0
1.0,2777.0,463.0
1.2,3353.0,609.0
1.4,4069.0,850.0
1.6,4984.0,1174.0
1.8,6124.0,1593.0
2.0,7456.0,2096.0
2.2,9069.0,2843.0
2.4,11121.0,3819.0
2.6,13552.0,5143.0
2.8,16549.0,6899.0
3.0,20232.0,9330.0
3.2,24905.0,12520.0
3.4,30404.0,16895.0
3.6,37249.0,22820.0
3.8,45516.0,30947.0
4.0,55625.0,41707.0
4.2,68097.0,56608.0
4.4,83500.0,76698.0
4.6,102201.0,103570.0
4.8,125323.0,139761.0
5.0,153638.0,188209.0
5.2,188085.0,253913.0
5.4,230632.0,342992.0
5.6,282407.0,462874.0
5.8,346698.0,624716.0
6.0,424929.0,843285.0
6.2,520981.0,1137980.0
6.4,639477.0,1535891.0
6.6,785064.0,2073579.0
6.8,964224.0,2796547.0
7.0,1184715.0,3776143.0
7.2,1457674.0,5097710.0
7.4,1793555.0,6879494.0
7.6,2207910.0,9288594.0
7.8,2721477.0,12540725.0
8.0,3357256.0,16930573.0
8.2,4143749.0,22853083.0
8.4,5119098.0,30841608.0
8.6,6329528.0,41633484.0
8.8,7835951.0,56209849.0
9.0,9716532.0,75879793.0
9.2,12062283.0,102424632.0
9.4,14995085.0,138261491.0
9.6,18669340.0,186626468.0
9.8,23283143.0,251931654.0
10.0,29084998.0,340090466.0
