time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1190.0,148.0
0.4,1470.0,198.0
0.6,1796.0,268.0
0.8,2186.0,375.0
1.0,2728.0,508.0
1.2,3369.0,728.0
1.4,4176.0,1005.0
1.6,5112.0,1358.0
1.8,6220.0,1836.0
2.0,7616.0,2496.0
2.2,9328.0,3366.0
2.4,11498.0,4553.0
2.6,14073.0,6122.0
2.8,17165.0,8325.0
3.0,21052.0,11251.0
3.2,25757.0,15158.0
3.4,31508.0,20390.0
3.6,38547.0,27516.0
3.8,47223.0,37267.0
4.0,57909.0,50200.0
4.2,71012.0,67797.0
4.4,86894.0,91502.0
4.6,106242.0,123231.0
4.8,129991.0,166220.0
5.0,159545.0,224592.0
5.2,195394.0,303456.0
5.4,239501.0,409411.0
5.6,293661.0,553071.0
5.8,360232.0,747215.0
6.0,441886.0,1009147.0
6.2,542463.0,1362510.0
6.4,666177.0,1839495.0
6.6,818287.0,2484422.0
6.8,1005993.0,3353731.0
7.0,1237759.0,4529052.0
7.2,1523928.0,6112659.0
7.4,1876828.0,8252605.0
7.6,2313817.0,11142166.0
7.8,2853127.0,15045243.0
8.0,3524088.0,20311892.0
8.2,4356620.0,27421079.0
8.4,5390350.0,37018255.0
8.6,6678946.0,49970087.0
8.8,8285990.0,67453595.0
9.0,10295647.0,91057231.0
9.2,12808567.0,122927188.0
9.4,15962064.0,165927708.0
9.6,19919296.0,223986052.0
9.8,24906951.0,302344608.0
10.0,31197710.0,408130226.0
