time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1233.0,137.0
0.4,1496.0,185.0
0.6,1795.0,248.0
0.8,2187.0,343.0
1.0,2659.0,466.0
1.2,3290.0,626.0
1.4,4025.0,874.0
1.6,4920.0,1187.0
1.8,6015.0,1662.0
2.0,7317.0,2334.0
2.2,8987.0,3167.0
2.4,11063.0,4313.0
2.6,13529.0,5885.0
2.8,16463.0,7995.0
3.0,20144.0,10822.0
3.2,24633.0,14596.0
3.4,30163.0,19640.0
3.6,36825.0,26737.0
3.8,45131.0,36278.0
4.0,55523.0,49056.0
4.2,68087.0,66375.0
4.4,83535.0,89545.0
4.6,102228.0,121043.0
4.8,124890.0,163412.0
5.0,152693.0,220520.0
5.2,187305.0,297818.0
5.4,229346.0,401846.0
5.6,281628.0,543093.0
5.8,344768.0,733286.0
6.0,422832.0,990522.0
6.2,518681.0,1335695.0
6.4,637323.0,1803052.0
6.6,782867.0,2432008.0
6.8,963384.0,3283122.0
7.0,1185116.0,4430852.0
7.2,1459089.0,5980294.0
7.4,1798168.0,8073323.0
7.6,2216697.0,10897728.0
7.8,2735356.0,14715268.0
8.0,3378128.0,19862014.0
8.2,4177481.0,26811154.0
8.4,5171579.0,36196124.0
8.6,6411220.0,48860531.0
8.8,7957858.0,65956778.0
9.0,9890535.0,89036554.0
9.2,12304841.0,120177163.0
9.4,15337157.0,162223392.0
9.6,19150624.0,218985095.0
9.8,23953290.0,295599962.0
10.0,30020508.0,399037237.0
