time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1225.0,145.0
0.4,1492.0,196.0
0.6,1840.0,260.0
0.8,2275.0,340.0
1.0,2810.0,465.0
1.2,3427.0,629.0
1.4,4227.0,871.0
1.6,5149.0,1212.0
1.8,6265.0,1622.0
2.0,7650.0,2203.0
2.2,9339.0,3045.0
2.4,11451.0,4106.0
2.6,14033.0,5495.0
2.8,17087.0,7465.0
3.0,21003.0,10058.0
3.2,25749.0,13696.0
3.4,31527.0,18469.0
3.6,38562.0,25108.0
3.8,47095.0,33962.0
4.0,57663.0,45541.0
4.2,70512.0,61572.0
4.4,86187.0,82905.0
4.6,105613.0,111917.0
4.8,129377.0,151451.0
5.0,158327.0,204654.0
5.2,193626.0,276793.0
5.4,237375.0,374175.0
5.6,290913.0,505504.0
5.8,356768.0,682412.0
6.0,437976.0,920631.0
6.2,537430.0,1241563.0
6.4,660194.0,1675365.0
6.6,810772.0,2262341.0
6.8,995817.0,3054192.0
7.0,1224074.0,4123289.0
7.2,1503962.0,5566771.0
7.4,1851396.0,7515431.0
7.6,2281343.0,10150128.0
7.8,2811657.0,13698636.0
8.0,3469354.0,18489258.0
8.2,4284981.0,24958420.0
8.4,5296610.0,33696160.0
8.6,6556996.0,45483308.0
8.8,8127454.0,61391609.0
9.0,10083759.0,82864053.0
9.2,12530390.0,111869799.0
9.4,15594745.0,151015832.0
9.6,19436562.0,203853101.0
9.8,24264332.0,275185869.0
10.0,30343745.0,371474470.0
