time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1212.0,136.0
0.4,1466.0,195.0
0.6,1776.0,271.0
0.8,2185.0,376.0
1.0,2635.0,488.0
1.2,3220.0,674.0
1.4,3918.0,913.0
1.6,4792.0,1198.0
1.8,5831.0,1589.0
2.0,7144.0,2130.0
2.2,8672.0,2864.0
2.4,10631.0,3841.0
2.6,12998.0,5159.0
2.8,15770.0,6969.0
3.0,19238.0,9388.0
3.2,23508.0,12749.0
3.4,28759.0,17171.0
3.6,35176.0,23078.0
3.8,43097.0,31222.0
4.0,52766.0,42253.0
4.2,64585.0,57118.0
4.4,79313.0,77204.0
4.6,97200.0,104189.0
4.8,119199.0,140367.0
5.0,145632.0,188909.0
5.2,178128.0,254539.0
5.4,218023.0,343331.0
5.6,267280.0,463944.0
5.8,327656.0,626297.0
6.0,401755.0,845169.0
6.2,493260.0,1139716.0
6.4,605137.0,1539258.0
6.6,743275.0,2078282.0
6.8,912879.0,2805824.0
7.0,1122118.0,3787924.0
7.2,1378671.0,5115453.0
7.4,1696674.0,6905811.0
7.6,2090445.0,9319253.0
7.8,2577266.0,12581724.0
8.0,3179623.0,16987723.0
8.2,3926366.0,22932139.0
8.4,4854376.0,30952726.0
8.6,6009341.0,41784014.0
8.8,7451403.0,56393654.0
9.0,9244997.0,76119933.0
9.2,11488420.0,102752293.0
9.4,14294495.0,138713292.0
9.6,17814295.0,187240339.0
9.8,22242826.0,252747127.0
10.0,27816553.0,341171882.0
