time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1205.0,140.0
0.4,1463.0,179.0
0.6,1802.0,238.0
0.8,2242.0,343.0
1.0,2699.0,455.0
1.2,3297.0,610.0
1.4,4021.0,794.0
1.6,4925.0,1079.0
1.8,6010.0,1446.0
2.0,7379.0,1937.0
2.2,9053.0,2589.0
2.4,11116.0,3565.0
2.6,13624.0,4821.0
2.8,16725.0,6505.0
3.0,20338.0,8803.0
3.2,24917.0,12023.0
3.4,30381.0,16305.0
3.6,37197.0,21916.0
3.8,45546.0,29647.0
4.0,55871.0,39971.0
4.2,68273.0,53870.0
4.4,83589.0,72721.0
4.6,102274.0,97950.0
4.8,125139.0,132206.0
5.0,153196.0,178477.0
5.2,187718.0,241567.0
5.4,229807.0,326123.0
5.6,281444.0,439982.0
5.8,344600.0,593954.0
6.0,422499.0,802161.0
6.2,518086.0,1082192.0
6.4,635548.0,1461317.0
6.6,779328.0,1973412.0
6.8,956306.0,2663455.0
7.0,1174504.0,3595443.0
7.2,1443451.0,4853669.0
7.4,1775721.0,6550153.0
7.6,2185142.0,8842610.0
7.8,2690515.0,11937246.0
8.0,3317906.0,16115301.0
8.2,4094392.0,21753224.0
8.4,5056465.0,29368259.0
8.6,6251916.0,39643045.0
8.8,7735775.0,53515094.0
9.0,9584150.0,72252307.0
9.2,11890892.0,97528096.0
9.4,14774946.0,131651735.0
9.6,18382426.0,177700089.0
9.8,22906862.0,239872059.0
10.0,28598319.0,323817683.0
