time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1219.0,135.0
0.4,1500.0,187.0
0.6,1804.0,238.0
0.8,2198.0,307.0
1.0,2701.0,419.0
1.2,3286.0,572.0
1.4,4008.0,786.0
1.6,4890.0,1082.0
1.8,5984.0,1450.0
2.0,7370.0,1977.0
2.2,9016.0,2691.0
2.4,10960.0,3661.0
2.6,13366.0,4941.0
2.8,16359.0,6724.0
3.0,19961.0,9160.0
3.2,24441.0,12417.0
3.4,29903.0,16987.0
3.6,36532.0,22782.0
3.8,44412.0,31042.0
4.0,54492.0,41904.0
4.2,66925.0,56568.0
4.4,82046.0,76407.0
4.6,100649.0,103411.0
4.8,123116.0,139533.0
5.0,150785.0,188244.0
5.2,184635.0,253587.0
5.4,226420.0,342192.0
5.6,277783.0,461521.0
5.8,340267.0,623205.0
6.0,417911.0,839928.0
6.2,512215.0,1133601.0
6.4,628409.0,1528917.0
6.6,771615.0,2067127.0
6.8,947712.0,2789929.0
7.0,1164756.0,3765892.0
7.2,1432928.0,5080460.0
7.4,1762312.0,6858248.0
7.6,2169927.0,9260351.0
7.8,2672564.0,12503995.0
8.0,3297047.0,16881090.0
8.2,4069069.0,22786922.0
8.4,5028364.0,30756716.0
8.6,6220092.0,41517945.0
8.8,7703334.0,56036269.0
9.0,9554912.0,75645758.0
9.2,11865780.0,102124845.0
9.4,14752307.0,137850137.0
9.6,18370437.0,186075324.0
9.8,22913357.0,251182478.0
10.0,28633076.0,339070897.0
