time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1216.0,132.0
0.4,1482.0,177.0
0.6,1816.0,240.0
0.8,2228.0,312.0
1.0,2713.0,441.0
1.2,3351.0,605.0
1.4,4078.0,808.0
1.6,4928.0,1084.0
1.8,5990.0,1479.0
2.0,7327.0,1995.0
2.2,8975.0,2712.0
2.4,10951.0,3751.0
2.6,13362.0,5050.0
2.8,16373.0,6892.0
3.0,19963.0,9381.0
3.2,24354.0,12710.0
3.4,29821.0,17221.0
3.6,36385.0,23295.0
3.8,44578.0,31565.0
4.0,54459.0,42702.0
4.2,66778.0,57630.0
4.4,81753.0,77674.0
4.6,100113.0,104940.0
4.8,122570.0,141338.0
5.0,150369.0,190572.0
5.2,183968.0,257643.0
5.4,224928.0,347753.0
5.6,275471.0,469486.0
5.8,338136.0,633159.0
6.0,414328.0,855394.0
6.2,508360.0,1154402.0
6.4,624313.0,1558619.0
6.6,766622.0,2102956.0
6.8,942707.0,2841061.0
7.0,1159060.0,3836078.0
7.2,1425805.0,5176033.0
7.4,1754812.0,6989689.0
7.6,2161265.0,9435727.0
7.8,2665277.0,12739851.0
8.0,3287800.0,17196404.0
8.2,4058235.0,23215153.0
8.4,5016851.0,31338695.0
8.6,6209485.0,42304203.0
8.8,7692656.0,57102735.0
9.0,9541881.0,77086673.0
9.2,11851514.0,104065590.0
9.4,14746926.0,140459752.0
9.6,18376286.0,189612401.0
9.8,22933958.0,255952608.0
10.0,28668843.0,345509946.0
