time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1187.0,133.0
0.4,1402.0,183.0
0.6,1722.0,257.0
0.8,2106.0,347.0
1.0,2608.0,446.0
1.2,3223.0,586.0
1.4,3943.0,819.0
1.6,4800.0,1132.0
1.8,5876.0,1538.0
2.0,7143.0,2050.0
2.2,8718.0,2771.0
2.4,10585.0,3651.0
2.6,12941.0,4863.0
2.8,15811.0,6590.0
3.0,19303.0,9017.0
3.2,23484.0,12232.0
3.4,28773.0,16572.0
3.6,35241.0,22374.0
3.8,43222.0,30093.0
4.0,53034.0,40515.0
4.2,64782.0,54455.0
4.4,79206.0,73721.0
4.6,96799.0,99634.0
4.8,118388.0,134342.0
5.0,145353.0,181455.0
5.2,177458.0,245308.0
5.4,217145.0,331198.0
5.6,266049.0,447361.0
5.8,325593.0,603580.0
6.0,398988.0,815527.0
6.2,489332.0,1101656.0
6.4,600626.0,1486254.0
6.6,737936.0,2007234.0
6.8,906225.0,2710377.0
7.0,1114210.0,3657030.0
7.2,1369919.0,4935255.0
7.4,1686403.0,6661976.0
7.6,2077492.0,8990808.0
7.8,2559994.0,12137138.0
8.0,3157928.0,16388371.0
8.2,3897529.0,22122138.0
8.4,4818137.0,29860017.0
8.6,5963019.0,40307729.0
8.8,7387361.0,54407697.0
9.0,9163428.0,73451342.0
9.2,11380937.0,99159612.0
9.4,14154988.0,133850966.0
9.6,17634115.0,180678924.0
9.8,22001411.0,243885675.0
10.0,27500129.0,329225130.0
