time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1177.0,134.0
0.4,1421.0,181.0
0.6,1733.0,245.0
0.8,2148.0,320.0
1.0,2627.0,438.0
1.2,3222.0,587.0
1.4,3945.0,783.0
1.6,4780.0,1073.0
1.8,5788.0,1447.0
2.0,7095.0,1928.0
2.2,8756.0,2522.0
2.4,10701.0,3342.0
2.6,13019.0,4532.0
2.8,15894.0,6121.0
3.0,19366.0,8187.0
3.2,23555.0,11111.0
3.4,28905.0,15002.0
3.6,35308.0,20180.0
3.8,43148.0,27209.0
4.0,52929.0,36794.0
4.2,64792.0,49942.0
4.4,79338.0,66994.0
4.6,97277.0,90280.0
4.8,118885.0,121813.0
5.0,145485.0,164932.0
5.2,177763.0,222662.0
5.4,217620.0,299932.0
5.6,266161.0,405082.0
5.8,326026.0,546453.0
6.0,399509.0,737493.0
6.2,490125.0,995005.0
6.4,601226.0,1342482.0
6.6,737502.0,1813812.0
6.8,905097.0,2448462.0
7.0,1112335.0,3305140.0
7.2,1367233.0,4458972.0
7.4,1682644.0,6021665.0
7.6,2070200.0,8124623.0
7.8,2548192.0,10964616.0
8.0,3140410.0,14800223.0
8.2,3872768.0,19976070.0
8.4,4780987.0,26967683.0
8.6,5908686.0,36398387.0
8.8,7311017.0,49134262.0
9.0,9056390.0,66333251.0
9.2,11233357.0,89540194.0
9.4,13950756.0,120866462.0
9.6,17348307.0,163146245.0
9.8,21608536.0,220243828.0
10.0,26959390.0,297303503.0
