time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1235.0,137.0
0.4,1533.0,186.0
0.6,1882.0,244.0
0.8,2316.0,325.0
1.0,2838.0,421.0
1.2,3478.0,579.0
1.4,4287.0,818.0
1.6,5264.0,1092.0
1.8,6416.0,1474.0
2.0,7785.0,1993.0
2.2,9454.0,2687.0
2.4,11528.0,3555.0
2.6,14155.0,4821.0
2.8,17318.0,6586.0
3.0,21212.0,8812.0
3.2,25907.0,11951.0
3.4,31664.0,16199.0
3.6,38577.0,21816.0
3.8,47127.0,29392.0
4.0,57633.0,39556.0
4.2,70450.0,53532.0
4.4,86020.0,72347.0
4.6,105561.0,97506.0
4.8,129111.0,131443.0
5.0,158183.0,177613.0
5.2,193553.0,239673.0
5.4,237379.0,324142.0
5.6,290685.0,437389.0
5.8,356646.0,590452.0
6.0,437391.0,797483.0
6.2,536167.0,1076502.0
6.4,658000.0,1453046.0
6.6,807596.0,1960876.0
6.8,991777.0,2647095.0
7.0,1218724.0,3576639.0
7.2,1497941.0,4826142.0
7.4,1841307.0,6516729.0
7.6,2264855.0,8796017.0
7.8,2789514.0,11871917.0
8.0,3437014.0,16026272.0
8.2,4239408.0,21633919.0
8.4,5233457.0,29209411.0
8.6,6466958.0,39432170.0
8.8,8000702.0,53226924.0
9.0,9908915.0,71847462.0
9.2,12291150.0,96987853.0
9.4,15259830.0,130923284.0
9.6,18976136.0,176730353.0
9.8,23631907.0,238563339.0
10.0,29475462.0,322051811.0
