time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1241.0,141.0
0.4,1509.0,201.0
0.6,1837.0,263.0
0.8,2257.0,352.0
1.0,2765.0,485.0
1.2,3381.0,660.0
1.4,4141.0,879.0
1.6,5056.0,1217.0
1.8,6174.0,1623.0
2.0,7504.0,2210.0
2.2,9180.0,2976.0
2.4,11239.0,4048.0
2.6,13733.0,5585.0
2.8,16811.0,7476.0
3.0,20549.0,10071.0
3.2,25004.0,13607.0
3.4,30590.0,18483.0
3.6,37406.0,25033.0
3.8,45682.0,33865.0
4.0,55843.0,45556.0
4.2,68326.0,61697.0
4.4,83736.0,83349.0
4.6,102580.0,112759.0
4.8,125109.0,152128.0
5.0,152949.0,205551.0
5.2,187425.0,277371.0
5.4,229478.0,374328.0
5.6,281592.0,505304.0
5.8,345202.0,682233.0
6.0,423218.0,920792.0
6.2,519329.0,1242616.0
6.4,637496.0,1678069.0
6.6,782856.0,2265188.0
6.8,961464.0,3058509.0
7.0,1181394.0,4130558.0
7.2,1453486.0,5577975.0
7.4,1790947.0,7531343.0
7.6,2207829.0,10166224.0
7.8,2722701.0,13726032.0
8.0,3362622.0,18530309.0
8.2,4156207.0,25010793.0
8.4,5142737.0,33758112.0
8.6,6366687.0,45566477.0
8.8,7892780.0,61511434.0
9.0,9796797.0,83027255.0
9.2,12179830.0,112079104.0
9.4,15163877.0,151295776.0
9.6,18911298.0,204227715.0
9.8,23622766.0,275687990.0
10.0,29564054.0,372140328.0
