time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1224.0,134.0
0.4,1486.0,175.0
0.6,1818.0,228.0
0.8,2195.0,321.0
1.0,2732.0,449.0
1.2,3327.0,634.0
1.4,4033.0,814.0
1.6,4861.0,1094.0
1.8,5944.0,1448.0
2.0,7257.0,1957.0
2.2,8896.0,2638.0
2.4,10865.0,3603.0
2.6,13298.0,4895.0
2.8,16246.0,6600.0
3.0,19803.0,8971.0
3.2,24302.0,12100.0
3.4,29695.0,16376.0
3.6,36236.0,22224.0
3.8,44216.0,29952.0
4.0,53867.0,40256.0
4.2,65868.0,54373.0
4.4,80372.0,73522.0
4.6,98340.0,99604.0
4.8,120195.0,134320.0
5.0,146925.0,181519.0
5.2,179876.0,245664.0
5.4,219984.0,332296.0
5.6,269658.0,449189.0
5.8,330138.0,607355.0
6.0,405092.0,820602.0
6.2,496982.0,1107384.0
6.4,609611.0,1494915.0
6.6,747671.0,2018706.0
6.8,918786.0,2722699.0
7.0,1129251.0,3675282.0
7.2,1387858.0,4960631.0
7.4,1708233.0,6697455.0
7.6,2103135.0,9042636.0
7.8,2593580.0,12205793.0
8.0,3199341.0,16472389.0
8.2,3950308.0,22237869.0
8.4,4882830.0,30018910.0
8.6,6040424.0,40528828.0
8.8,7481836.0,54714738.0
9.0,9279593.0,73854734.0
9.2,11524737.0,99683301.0
9.4,14332181.0,134560018.0
9.6,17854530.0,181629134.0
9.8,22273550.0,245167920.0
10.0,27837063.0,330942516.0
