time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1216.0,135.0
0.4,1465.0,185.0
0.6,1813.0,255.0
0.8,2218.0,331.0
1.0,2732.0,438.0
1.2,3369.0,587.0
1.4,4101.0,785.0
1.6,5033.0,1058.0
1.8,6136.0,1445.0
2.0,7505.0,1971.0
2.2,9203.0,2721.0
2.4,11285.0,3612.0
2.6,13942.0,4884.0
2.8,16966.0,6562.0
3.0,20696.0,8838.0
3.2,25264.0,12010.0
3.4,30854.0,16234.0
3.6,37620.0,21909.0
3.8,46071.0,29540.0
4.0,56144.0,40019.0
4.2,68679.0,53755.0
4.4,83992.0,72467.0
4.6,102672.0,97952.0
4.8,125412.0,132583.0
5.0,153784.0,179160.0
5.2,188211.0,241537.0
5.4,230696.0,325672.0
5.6,282573.0,439343.0
5.8,346205.0,593113.0
6.0,424638.0,801233.0
6.2,520504.0,1081362.0
6.4,637888.0,1459760.0
6.6,783327.0,1970819.0
6.8,961690.0,2659797.0
7.0,1181791.0,3589988.0
7.2,1452525.0,4847980.0
7.4,1786624.0,6546054.0
7.6,2198933.0,8838153.0
7.8,2708100.0,11931284.0
8.0,3338896.0,16107200.0
8.2,4118373.0,21738308.0
8.4,5086692.0,29342247.0
8.6,6286631.0,39607042.0
8.8,7783233.0,53460490.0
9.0,9646579.0,72158355.0
9.2,11969072.0,97400107.0
9.4,14869405.0,131472738.0
9.6,18498044.0,177466870.0
9.8,23052093.0,239576690.0
10.0,28767372.0,323397799.0
