time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1241.0,149.0
0.4,1494.0,200.0
0.6,1833.0,263.0
0.8,2253.0,334.0
1.0,2721.0,444.0
1.2,3347.0,590.0
1.4,4080.0,784.0
1.6,4938.0,1079.0
1.8,6051.0,1445.0
2.0,7304.0,1984.0
2.2,8902.0,2685.0
2.4,10830.0,3662.0
2.6,13246.0,4942.0
2.8,16196.0,6615.0
3.0,19903.0,8892.0
3.2,24319.0,11971.0
3.4,29664.0,16207.0
3.6,36265.0,21828.0
3.8,44546.0,29415.0
4.0,54416.0,39885.0
4.2,66337.0,54178.0
4.4,81168.0,73285.0
4.6,99170.0,99125.0
4.8,121200.0,133892.0
5.0,148158.0,181035.0
5.2,181246.0,244044.0
5.4,221824.0,329763.0
5.6,271720.0,445378.0
5.8,332189.0,600627.0
6.0,406443.0,811810.0
6.2,497508.0,1097363.0
6.4,608783.0,1481232.0
6.6,745246.0,2000721.0
6.8,913397.0,2701311.0
7.0,1119948.0,3646500.0
7.2,1373241.0,4924301.0
7.4,1682567.0,6650532.0
7.6,2063138.0,8979737.0
7.8,2530065.0,12122299.0
8.0,3106718.0,16367967.0
8.2,3816509.0,22096635.0
8.4,4690042.0,29832851.0
8.6,5768233.0,40276341.0
8.8,7098904.0,54372680.0
9.0,8738233.0,73403745.0
9.2,10768505.0,99111438.0
9.4,13278623.0,133800785.0
9.6,16393937.0,180637371.0
9.8,20258175.0,243863611.0
10.0,25056472.0,329204335.0
