time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1248.0,139.0
0.4,1517.0,196.0
0.6,1825.0,251.0
0.8,2166.0,360.0
1.0,2640.0,501.0
1.2,3191.0,709.0
1.4,3921.0,957.0
1.6,4837.0,1278.0
1.8,5911.0,1711.0
2.0,7236.0,2306.0
2.2,8896.0,3166.0
2.4,10789.0,4231.0
2.6,13205.0,5815.0
2.8,16124.0,7796.0
3.0,19691.0,10590.0
3.2,24107.0,14378.0
3.4,29474.0,19457.0
3.6,36060.0,26366.0
3.8,44120.0,35491.0
4.0,53813.0,48341.0
4.2,65779.0,65260.0
4.4,80266.0,88263.0
4.6,98168.0,118929.0
4.8,119781.0,160799.0
5.0,146744.0,216847.0
5.2,179422.0,292021.0
5.4,219717.0,394577.0
5.6,269175.0,532536.0
5.8,329482.0,720127.0
6.0,403819.0,972969.0
6.2,494809.0,1313358.0
6.4,606737.0,1773898.0
6.6,742809.0,2394139.0
6.8,909287.0,3230743.0
7.0,1114398.0,4363110.0
7.2,1367423.0,5892064.0
7.4,1677701.0,7954123.0
7.6,2060648.0,10742441.0
7.8,2530185.0,14499618.0
8.0,3108147.0,19575773.0
8.2,3820757.0,26432989.0
8.4,4698797.0,35684789.0
8.6,5785106.0,48182275.0
8.8,7129423.0,65048729.0
9.0,8791455.0,87825704.0
9.2,10850775.0,118571681.0
9.4,13402765.0,160066923.0
9.6,16579192.0,216086242.0
9.8,20526395.0,291702129.0
10.0,25446492.0,393741780.0
