time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1206.0,136.0
0.4,1456.0,192.0
0.6,1785.0,275.0
0.8,2154.0,381.0
1.0,2605.0,502.0
1.2,3228.0,698.0
1.4,3911.0,959.0
1.6,4795.0,1298.0
1.8,5844.0,1776.0
2.0,7085.0,2381.0
2.2,8604.0,3227.0
2.4,10433.0,4401.0
2.6,12722.0,5932.0
2.8,15562.0,7933.0
3.0,19043.0,10692.0
3.2,23330.0,14332.0
3.4,28708.0,19367.0
3.6,35214.0,26049.0
3.8,42818.0,35192.0
4.0,52477.0,47750.0
4.2,64190.0,64272.0
4.4,78237.0,86828.0
4.6,95804.0,116981.0
4.8,117374.0,157705.0
5.0,143673.0,213103.0
5.2,175888.0,287543.0
5.4,215142.0,388237.0
5.6,263266.0,525165.0
5.8,322041.0,709022.0
6.0,394112.0,957703.0
6.2,482684.0,1293509.0
6.4,591099.0,1746910.0
6.6,724549.0,2360066.0
6.8,888006.0,3186705.0
7.0,1088521.0,4304906.0
7.2,1334801.0,5814256.0
7.4,1637679.0,7850465.0
7.6,2010486.0,10599957.0
7.8,2470592.0,14308099.0
8.0,3033875.0,19313980.0
8.2,3730154.0,26073161.0
8.4,4587157.0,35196930.0
8.6,5648202.0,47513186.0
8.8,6959701.0,64140293.0
9.0,8581633.0,86593627.0
9.2,10591944.0,116905683.0
9.4,13086763.0,157818751.0
9.6,16185924.0,213040558.0
9.8,20048759.0,287617293.0
10.0,24857228.0,388275655.0
