time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1207.0,149.0
0.4,1459.0,199.0
0.6,1772.0,264.0
0.8,2144.0,366.0
1.0,2601.0,522.0
1.2,3193.0,707.0
1.4,3940.0,982.0
1.6,4812.0,1363.0
1.8,5876.0,1781.0
2.0,7154.0,2382.0
2.2,8838.0,3252.0
2.4,10744.0,4427.0
2.6,13080.0,5937.0
2.8,16015.0,8046.0
3.0,19525.0,10804.0
3.2,23872.0,14545.0
3.4,29374.0,19787.0
3.6,35867.0,26812.0
3.8,43760.0,36544.0
4.0,53405.0,49324.0
4.2,65394.0,66603.0
4.4,79787.0,89942.0
4.6,97682.0,121367.0
4.8,119534.0,163912.0
5.0,145946.0,221719.0
5.2,178850.0,299225.0
5.4,218794.0,404112.0
5.6,268000.0,544902.0
5.8,328065.0,736738.0
6.0,402007.0,994608.0
6.2,492761.0,1343524.0
6.4,603629.0,1814321.0
6.6,739474.0,2450480.0
6.8,906232.0,3310911.0
7.0,1111771.0,4472359.0
7.2,1363446.0,6037477.0
7.4,1673531.0,8148497.0
7.6,2053588.0,11000516.0
7.8,2522261.0,14854485.0
8.0,3099107.0,20055678.0
8.2,3811188.0,27077581.0
8.4,4690088.0,36559866.0
8.6,5773529.0,49368910.0
8.8,7114378.0,66646507.0
9.0,8776309.0,89973473.0
9.2,10834801.0,121461621.0
9.4,13388990.0,163973197.0
9.6,16562466.0,221350537.0
9.8,20514540.0,298820063.0
10.0,25440014.0,403374583.0
