time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1181.0,134.0
0.4,1426.0,189.0
0.6,1728.0,276.0
0.8,2133.0,378.0
1.0,2640.0,526.0
1.2,3219.0,692.0
1.4,3922.0,969.0
1.6,4815.0,1357.0
1.8,5869.0,1839.0
2.0,7173.0,2546.0
2.2,8795.0,3465.0
2.4,10670.0,4696.0
2.6,13050.0,6363.0
2.8,15958.0,8633.0
3.0,19633.0,11639.0
3.2,23998.0,15697.0
3.4,29324.0,21274.0
3.6,35890.0,28675.0
3.8,43855.0,38750.0
4.0,53652.0,52584.0
4.2,65647.0,70787.0
4.4,80242.0,95386.0
4.6,98397.0,128798.0
4.8,120138.0,174284.0
5.0,147203.0,235239.0
5.2,179976.0,317785.0
5.4,220214.0,428217.0
5.6,269413.0,578910.0
5.8,329956.0,782279.0
6.0,404138.0,1056925.0
6.2,494647.0,1426174.0
6.4,606357.0,1925198.0
6.6,743390.0,2598591.0
6.8,911676.0,3507857.0
7.0,1118026.0,4737758.0
7.2,1372480.0,6397100.0
7.4,1684668.0,8636259.0
7.6,2068683.0,11661444.0
7.8,2541889.0,15739950.0
8.0,3124397.0,21251339.0
8.2,3843478.0,28686241.0
8.4,4732810.0,38731594.0
8.6,5829268.0,52286072.0
8.8,7187480.0,70587878.0
9.0,8869369.0,95286672.0
9.2,10957245.0,128647434.0
9.4,13551119.0,173665523.0
9.6,16770156.0,234442571.0
9.8,20786892.0,316484654.0
10.0,25800550.0,427234633.0
