time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1244.0,139.0
0.4,1494.0,189.0
0.6,1839.0,247.0
0.8,2235.0,332.0
1.0,2763.0,458.0
1.2,3361.0,617.0
1.4,4106.0,850.0
1.6,5069.0,1117.0
1.8,6222.0,1506.0
2.0,7601.0,2036.0
2.2,9342.0,2716.0
2.4,11456.0,3686.0
2.6,14018.0,4997.0
2.8,17117.0,6759.0
3.0,20875.0,9250.0
3.2,25473.0,12482.0
3.4,31194.0,16847.0
3.6,38003.0,22771.0
3.8,46498.0,30734.0
4.0,56919.0,41405.0
4.2,69375.0,56181.0
4.4,85054.0,76305.0
4.6,103780.0,103436.0
4.8,126746.0,139838.0
5.0,155239.0,188474.0
5.2,189774.0,254494.0
5.4,232006.0,343664.0
5.6,283490.0,464152.0
5.8,346917.0,625940.0
6.0,424852.0,845517.0
6.2,519947.0,1142310.0
6.4,636760.0,1542669.0
6.6,779556.0,2081618.0
6.8,954065.0,2810933.0
7.0,1168840.0,3794960.0
7.2,1432618.0,5122914.0
7.4,1756425.0,6918420.0
7.6,2154399.0,9344182.0
7.8,2643356.0,12615239.0
8.0,3244290.0,17030905.0
8.2,3985124.0,22995746.0
8.4,4897640.0,31047752.0
8.6,6020610.0,41913614.0
8.8,7407492.0,56583749.0
9.0,9121365.0,76390330.0
9.2,11239504.0,103124423.0
9.4,13864325.0,139228813.0
9.6,17111381.0,187949690.0
9.8,21142339.0,253722025.0
10.0,26147832.0,342529085.0
