time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1220.0,135.0
0.4,1512.0,181.0
0.6,1854.0,269.0
0.8,2288.0,355.0
1.0,2771.0,470.0
1.2,3354.0,631.0
1.4,4109.0,864.0
1.6,5012.0,1152.0
1.8,6118.0,1559.0
2.0,7445.0,2109.0
2.2,9120.0,2841.0
2.4,11178.0,3878.0
2.6,13730.0,5195.0
2.8,16753.0,7010.0
3.0,20604.0,9397.0
3.2,25150.0,12681.0
3.4,30653.0,17130.0
3.6,37376.0,23096.0
3.8,45761.0,31046.0
4.0,55863.0,41889.0
4.2,68304.0,56443.0
4.4,83640.0,76519.0
4.6,101985.0,103306.0
4.8,124749.0,139688.0
5.0,152569.0,188722.0
5.2,186434.0,254738.0
5.4,228218.0,344510.0
5.6,279231.0,465348.0
5.8,341743.0,629288.0
6.0,418541.0,849632.0
6.2,511744.0,1147622.0
6.4,626368.0,1549833.0
6.6,767570.0,2091560.0
6.8,940578.0,2824929.0
7.0,1153163.0,3814093.0
7.2,1413166.0,5149365.0
7.4,1732888.0,6952939.0
7.6,2126297.0,9388196.0
7.8,2608294.0,12672362.0
8.0,3201884.0,17108082.0
8.2,3931762.0,23098333.0
8.4,4832349.0,31182801.0
8.6,5942671.0,42092561.0
8.8,7312638.0,56820391.0
9.0,9004994.0,76715942.0
9.2,11098164.0,103570653.0
9.4,13687633.0,139817561.0
9.6,16899526.0,188754612.0
9.8,20883581.0,254821753.0
10.0,25832703.0,344012253.0
