time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1204.0,142.0
0.4,1470.0,181.0
0.6,1769.0,246.0
0.8,2182.0,334.0
1.0,2652.0,436.0
1.2,3227.0,591.0
1.4,3923.0,781.0
1.6,4739.0,1074.0
1.8,5740.0,1426.0
2.0,7066.0,1915.0
2.2,8693.0,2583.0
2.4,10627.0,3492.0
2.6,13003.0,4704.0
2.8,15826.0,6370.0
3.0,19337.0,8699.0
3.2,23602.0,11839.0
3.4,28878.0,16037.0
3.6,35243.0,21608.0
3.8,43022.0,29190.0
4.0,52561.0,39399.0
4.2,64578.0,53067.0
4.4,79123.0,71765.0
4.6,96622.0,96740.0
4.8,118371.0,130296.0
5.0,144656.0,176055.0
5.2,176902.0,237650.0
5.4,216448.0,321145.0
5.6,264573.0,434228.0
5.8,324512.0,586327.0
6.0,397434.0,792730.0
6.2,486776.0,1069248.0
6.4,594931.0,1443581.0
6.6,728829.0,1950050.0
6.8,891791.0,2633867.0
7.0,1091985.0,3558848.0
7.2,1338520.0,4805092.0
7.4,1640992.0,6488710.0
7.6,2012677.0,8761501.0
7.8,2469195.0,11829980.0
8.0,3032123.0,15970801.0
8.2,3724161.0,21561586.0
8.4,4574798.0,29111110.0
8.6,5624815.0,39307107.0
8.8,6919742.0,53065865.0
9.0,8521510.0,71641274.0
9.2,10500673.0,96721309.0
9.4,12951624.0,130572936.0
9.6,15988799.0,176271723.0
9.8,19757775.0,237968710.0
10.0,24440826.0,321254841.0
