,time,z_minus,z_plus
0,0.0,1000.0,100.0
1,0.1,1133.0,115.0
2,0.2,1286.0,140.0
3,0.3,1456.0,161.0
4,0.4,1650.0,191.0
5,0.5,1849.0,225.0
6,0.6,2119.0,257.0
7,0.7,2351.0,290.0
8,0.8,2657.0,350.0
9,0.9,2985.0,418.0
10,1.0,3370.0,477.0
11,1.1,3818.0,558.0
12,1.2,4304.0,665.0
13,1.3,4876.0,798.0
14,1.4,5507.0,934.0
15,1.5,6167.0,1079.0
16,1.6,6955.0,1257.0
17,1.7,7859.0,1481.0
18,1.8,8889.0,1738.0
19,1.9,10068.0,2027.0
20,2.0,11392.0,2394.0
21,2.1,12851.0,2810.0
22,2.2,14495.0,3308.0
23,2.3,16390.0,3837.0
24,2.4,18477.0,4516.0
25,2.5,20897.0,5303.0
26,2.6,23531.0,6205.0
27,2.7,26552.0,7257.0
28,2.8,29883.0,8457.0
29,2.9,33614.0,9892.0
30,3.0,37891.0,11523.0
31,3.1,42681.0,13477.0
32,3.2,48217.0,15744.0
33,3.3,54247.0,18329.0
34,3.4,61258.0,21453.0
35,3.5,69007.0,25007.0
36,3.6,77708.0,29096.0
37,3.7,87632.0,33801.0
38,3.8,98703.0,39368.0
39,3.9,111199.0,45882.0
40,4.0,125515.0,53520.0
41,4.1,141341.0,62398.0
42,4.2,159760.0,72612.0
43,4.3,180382.0,84586.0
44,4.4,203296.0,98732.0
45,4.5,229357.0,114930.0
46,4.6,258883.0,133778.0
47,4.7,291995.0,155680.0
48,4.8,329404.0,181470.0
49,4.9,371428.0,211864.0
50,5.0,419050.0,246820.0
