time,z_minus,z_plus
0.0,1000.0,100.0
0.5,1807.0,179.0
1.0,3323.0,332.0
1.5,6112.0,618.0
2.0,11138.0,1171.0
2.5,20269.0,2188.0
3.0,36945.0,4092.0
3.5,67374.0,7592.0
4.0,122247.0,14016.0
4.5,222937.0,26302.0
5.0,405770.0,48913.0
5.5,740092.0,90767.0
6.0,1347722.0,168895.0
6.5,2457473.0,313346.0
7.0,4481008.0,583282.0
7.5,8168458.0,1083096.0
8.0,14890343.0,2010495.0
8.5,27144631.0,3732218.0
9.0,49478855.0,6925634.0
9.5,90190756.0,12846425.0
10.0,164399771.0,23810748.0
