time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1370.0,129.0
0.4,1866.0,153.0
0.6,2529.0,195.0
0.8,3378.0,238.0
1.0,4542.0,311.0
1.2,6171.0,376.0
1.4,8323.0,470.0
1.6,11213.0,585.0
1.8,15160.0,717.0
2.0,20434.0,879.0
2.2,27797.0,1117.0
2.4,37576.0,1419.0
2.6,50701.0,1778.0
2.8,68637.0,2286.0
3.0,92431.0,2887.0
3.2,124318.0,3666.0
3.4,167776.0,4631.0
3.6,226889.0,5851.0
3.8,307274.0,7445.0
4.0,414726.0,9572.0
4.2,560011.0,12160.0
4.4,755829.0,15671.0
4.6,1020731.0,20113.0
4.8,1379072.0,25864.0
5.0,1861578.0,33252.0
5.2,2512099.0,43171.0
5.4,3391023.0,55884.0
5.6,4578661.0,72625.0
5.8,6178475.0,94692.0
6.0,8339833.0,123315.0
6.2,11257680.0,161151.0
6.4,15194020.0,211552.0
6.6,20512326.0,277625.0
6.8,27687444.0,365613.0
7.0,37375177.0,482432.0
7.2,50446389.0,636603.0
7.4,68100666.0,842396.0
7.6,91927379.0,1116517.0
7.8,124083698.0,1481384.0
8.0,167486662.0,1968436.0
8.2,226091466.0,2619113.0
8.4,305216292.0,3490681.0
8.6,412019842.0,4654861.0
8.8,556159301.0,6215184.0
9.0,750724986.0,8302313.0
9.2,1013370056.0,11105963.0
9.4,1367915712.0,14863732.0
9.6,1846511976.0,19912277.0
9.8,2492574167.0,26694719.0
10.0,3364658300.0,35801651.0
