time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1310.0,120.0
0.4,1751.0,145.0
0.6,2401.0,182.0
0.8,3227.0,224.0
1.0,4343.0,288.0
1.2,5805.0,360.0
1.4,7873.0,448.0
1.6,10580.0,567.0
1.8,14266.0,685.0
2.0,19349.0,854.0
2.2,26278.0,1079.0
2.4,35633.0,1347.0
2.6,48080.0,1709.0
2.8,64654.0,2158.0
3.0,87124.0,2715.0
3.2,117719.0,3443.0
3.4,159097.0,4374.0
3.6,214362.0,5509.0
3.8,289425.0,6971.0
4.0,389828.0,8917.0
4.2,525793.0,11338.0
4.4,710105.0,14457.0
4.6,959038.0,18576.0
4.8,1294315.0,23915.0
5.0,1746111.0,30710.0
5.2,2354741.0,39746.0
5.4,3176070.0,51662.0
5.6,4287683.0,67061.0
5.8,5786163.0,87377.0
6.0,7810961.0,113920.0
6.2,10541965.0,149413.0
6.4,14230332.0,195898.0
6.6,19210269.0,257524.0
6.8,25931053.0,339015.0
7.0,35007788.0,447574.0
7.2,47259963.0,591344.0
7.4,63794478.0,782952.0
7.6,86118512.0,1038271.0
7.8,116248386.0,1378942.0
8.0,156941204.0,1832441.0
8.2,211852961.0,2438934.0
8.4,285986451.0,3251266.0
8.6,386042641.0,4337530.0
8.8,521109071.0,5791746.0
9.0,703434286.0,7746551.0
9.2,949555551.0,10367181.0
9.4,1281799604.0,13880124.0
9.6,1730262280.0,18602285.0
9.8,2335590343.0,24938897.0
10.0,3152756015.0,33455072.0
