time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1334.0,124.0
0.4,1797.0,155.0
0.6,2458.0,203.0
0.8,3318.0,254.0
1.0,4534.0,315.0
1.2,6056.0,389.0
1.4,8158.0,485.0
1.6,10995.0,592.0
1.8,14857.0,754.0
2.0,20097.0,925.0
2.2,27050.0,1185.0
2.4,36564.0,1497.0
2.6,49616.0,1857.0
2.8,67375.0,2346.0
3.0,91184.0,2989.0
3.2,123182.0,3831.0
3.4,166418.0,4840.0
3.6,224416.0,6229.0
3.8,302410.0,7846.0
4.0,408235.0,10021.0
4.2,551198.0,12613.0
4.4,743777.0,16083.0
4.6,1003860.0,20577.0
4.8,1354791.0,26527.0
5.0,1828539.0,34041.0
5.2,2469389.0,43854.0
5.4,3331959.0,56940.0
5.6,4500238.0,73967.0
5.8,6076425.0,96138.0
6.0,8200272.0,125285.0
6.2,11065418.0,163542.0
6.4,14936914.0,213906.0
6.6,20159615.0,280926.0
6.8,27215240.0,368508.0
7.0,36736223.0,485581.0
7.2,49595623.0,639319.0
7.4,66959393.0,844547.0
7.6,90388308.0,1117789.0
7.8,122019731.0,1482252.0
8.0,164711850.0,1968235.0
8.2,222336853.0,2614912.0
8.4,300106882.0,3479697.0
8.6,405096096.0,4635036.0
8.8,546820955.0,6181887.0
9.0,738135103.0,8253658.0
9.2,996393171.0,11027027.0
9.4,1344994847.0,14747506.0
9.6,1815537385.0,19738505.0
9.8,2450729920.0,26440236.0
10.0,3308221472.0,35437310.0
