time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1368.0,116.0
0.4,1818.0,148.0
0.6,2491.0,172.0
0.8,3411.0,216.0
1.0,4637.0,268.0
1.2,6302.0,312.0
1.4,8617.0,374.0
1.6,11696.0,454.0
1.8,15928.0,568.0
2.0,21444.0,684.0
2.2,28862.0,876.0
2.4,39072.0,1099.0
2.6,52857.0,1397.0
2.8,71430.0,1789.0
3.0,96316.0,2267.0
3.2,129756.0,2844.0
3.4,175488.0,3701.0
3.6,236278.0,4719.0
3.8,319083.0,6093.0
4.0,430996.0,7877.0
4.2,581484.0,10145.0
4.4,785122.0,13195.0
4.6,1059736.0,17024.0
4.8,1431393.0,22255.0
5.0,1929607.0,29125.0
5.2,2605018.0,38017.0
5.4,3514956.0,49680.0
5.6,4745117.0,65153.0
5.8,6403503.0,85636.0
6.0,8646433.0,112691.0
6.2,11672884.0,148812.0
6.4,15755335.0,196772.0
6.6,21266622.0,260789.0
6.8,28704447.0,345914.0
7.0,38744926.0,459180.0
7.2,52307564.0,610162.0
7.4,70609581.0,812499.0
7.6,95319380.0,1083755.0
7.8,128675565.0,1444975.0
8.0,173697183.0,1929356.0
8.2,234459326.0,2579750.0
8.4,316480340.0,3451679.0
8.6,427211689.0,4623632.0
8.8,576663254.0,6199971.0
9.0,778424075.0,8311498.0
9.2,1050783079.0,11154959.0
9.4,1418396733.0,14974569.0
9.6,1914618480.0,20110995.0
9.8,2584465489.0,27018050.0
10.0,3488696722.0,36312391.0
