time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1352.0,120.0
0.4,1814.0,143.0
0.6,2434.0,164.0
0.8,3275.0,211.0
1.0,4497.0,264.0
1.2,6081.0,325.0
1.4,8088.0,403.0
1.6,10944.0,490.0
1.8,14826.0,614.0
2.0,19907.0,770.0
2.2,26501.0,938.0
2.4,35796.0,1187.0
2.6,48215.0,1506.0
2.8,64877.0,1881.0
3.0,87754.0,2382.0
3.2,118394.0,3032.0
3.4,159977.0,3762.0
3.6,215983.0,4855.0
3.8,291808.0,6240.0
4.0,393976.0,7950.0
4.2,531687.0,10223.0
4.4,717604.0,13193.0
4.6,969289.0,17056.0
4.8,1307903.0,22100.0
5.0,1765259.0,28539.0
5.2,2382144.0,37025.0
5.4,3215738.0,48254.0
5.6,4340883.0,63238.0
5.8,5860815.0,82753.0
6.0,7910584.0,108720.0
6.2,10679085.0,142808.0
6.4,14412300.0,187990.0
6.6,19456085.0,247849.0
6.8,26263033.0,327630.0
7.0,35455172.0,433818.0
7.2,47860286.0,575120.0
7.4,64601496.0,763822.0
7.6,87204404.0,1016003.0
7.8,117718215.0,1354005.0
8.0,158899656.0,1805421.0
8.2,214476809.0,2410057.0
8.4,289501837.0,3220234.0
8.6,390783942.0,4303885.0
8.8,527496455.0,5759073.0
9.0,712024385.0,7709418.0
9.2,961164019.0,10334843.0
9.4,1297445133.0,13852606.0
9.6,1751384169.0,18581361.0
9.8,2364143758.0,24943277.0
10.0,3191265189.0,33500366.0
