time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1308.0,116.0
0.4,1779.0,142.0
0.6,2425.0,176.0
0.8,3281.0,222.0
1.0,4396.0,267.0
1.2,5935.0,329.0
1.4,8071.0,404.0
1.6,10838.0,499.0
1.8,14659.0,626.0
2.0,19707.0,779.0
2.2,26687.0,972.0
2.4,36046.0,1211.0
2.6,48641.0,1517.0
2.8,65673.0,1927.0
3.0,88797.0,2416.0
3.2,119812.0,3084.0
3.4,162314.0,3857.0
3.6,218931.0,4965.0
3.8,295852.0,6395.0
4.0,399435.0,8239.0
4.2,538385.0,10502.0
4.4,726534.0,13350.0
4.6,981069.0,17246.0
4.8,1324426.0,22222.0
5.0,1786712.0,28898.0
5.2,2410621.0,37687.0
5.4,3253077.0,49190.0
5.6,4389100.0,64574.0
5.8,5924420.0,84567.0
6.0,7999039.0,110607.0
6.2,10799976.0,145256.0
6.4,14579105.0,191378.0
6.6,19678204.0,252555.0
6.8,26564883.0,334246.0
7.0,35857109.0,441814.0
7.2,48403078.0,585420.0
7.4,65330692.0,778393.0
7.6,88178124.0,1035843.0
7.8,119022421.0,1377670.0
8.0,160655756.0,1835206.0
8.2,216862168.0,2447362.0
8.4,292726560.0,3268914.0
8.6,395124576.0,4368491.0
8.8,533388216.0,5841884.0
9.0,720025390.0,7819598.0
9.2,971954584.0,10476482.0
9.4,1312027467.0,14043966.0
9.6,1771091965.0,18837710.0
9.8,2390766946.0,25287501.0
10.0,3227215549.0,33956937.0
