time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1384.0,110.0
0.4,1861.0,129.0
0.6,2548.0,149.0
0.8,3448.0,178.0
1.0,4631.0,224.0
1.2,6253.0,291.0
1.4,8390.0,360.0
1.6,11329.0,446.0
1.8,15310.0,567.0
2.0,20582.0,734.0
2.2,27774.0,917.0
2.4,37544.0,1157.0
2.6,50654.0,1451.0
2.8,68473.0,1809.0
3.0,92624.0,2294.0
3.2,125284.0,2927.0
3.4,169739.0,3762.0
3.6,229652.0,4837.0
3.8,310086.0,6178.0
4.0,418124.0,7971.0
4.2,564859.0,10278.0
4.4,761497.0,13340.0
4.6,1027686.0,17275.0
4.8,1387358.0,22430.0
5.0,1871655.0,29250.0
5.2,2526766.0,38098.0
5.4,3409611.0,49941.0
5.6,4600946.0,65323.0
5.8,6210368.0,85615.0
6.0,8383813.0,112296.0
6.2,11320870.0,148139.0
6.4,15279957.0,195714.0
6.6,20623971.0,258884.0
6.8,27837522.0,343076.0
7.0,37578820.0,454452.0
7.2,50718017.0,603935.0
7.4,68463824.0,802768.0
7.6,92413110.0,1068325.0
7.8,124740931.0,1424059.0
8.0,168387648.0,1900334.0
8.2,227298461.0,2536451.0
8.4,306812681.0,3388987.0
8.6,414155427.0,4532910.0
8.8,559062036.0,6069211.0
9.0,754650929.0,8131495.0
9.2,1018683372.0,10899515.0
9.4,1375104805.0,14621582.0
9.6,1856240774.0,19626360.0
9.8,2505728852.0,26361818.0
10.0,3382412684.0,35416863.0
