time,z_minus,z_plus
0.0,1000.0,100.0
0.5,1848.0,191.0
1.0,3376.0,345.0
1.5,6045.0,599.0
2.0,11045.0,1120.0
2.5,20164.0,2163.0
3.0,36582.0,4132.0
3.5,67023.0,7647.0
4.0,122421.0,14319.0
4.5,223417.0,26557.0
5.0,407702.0,49221.0
5.5,743631.0,91609.0
6.0,1355090.0,170360.0
6.5,2471058.0,317371.0
7.0,4505241.0,590174.0
7.5,8212195.0,1095857.0
8.0,14966306.0,2033005.0
8.5,27275012.0,3772522.0
9.0,49722593.0,6996909.0
9.5,90615621.0,12970373.0
10.0,165177751.0,24045147.0
