,time,z_minus,z_plus
0,0.0,1000.0,100.0
1,0.1,1122.0,114.0
2,0.2,1266.0,130.0
3,0.3,1407.0,151.0
4,0.4,1610.0,169.0
5,0.5,1820.0,191.0
6,0.6,2071.0,226.0
7,0.7,2335.0,257.0
8,0.8,2643.0,299.0
9,0.9,2973.0,346.0
10,1.0,3377.0,402.0
11,1.1,3786.0,487.0
12,1.2,4298.0,578.0
13,1.3,4824.0,683.0
14,1.4,5453.0,780.0
15,1.5,6204.0,904.0
16,1.6,6999.0,1058.0
17,1.7,7942.0,1231.0
18,1.8,8930.0,1446.0
19,1.9,10042.0,1669.0
20,2.0,11310.0,1925.0
21,2.1,12703.0,2273.0
22,2.2,14333.0,2621.0
23,2.3,16249.0,3058.0
24,2.4,18290.0,3627.0
25,2.5,20550.0,4212.0
26,2.6,23207.0,4880.0
27,2.7,26069.0,5691.0
28,2.8,29431.0,6571.0
29,2.9,33177.0,7673.0
30,3.0,37397.0,8962.0
31,3.1,42120.0,10494.0
32,3.2,47567.0,12229.0
33,3.3,53564.0,14183.0
34,3.4,60631.0,16549.0
35,3.5,68343.0,19195.0
36,3.6,76958.0,22317.0
37,3.7,86898.0,26001.0
38,3.8,98029.0,30330.0
39,3.9,110528.0,35218.0
40,4.0,124759.0,40877.0
41,4.1,140776.0,47601.0
42,4.2,158730.0,55389.0
43,4.3,178864.0,64433.0
44,4.4,201851.0,74791.0
45,4.5,227669.0,86957.0
46,4.6,256787.0,100983.0
47,4.7,289444.0,117317.0
48,4.8,326427.0,136653.0
49,4.9,368280.0,158997.0
50,5.0,415585.0,185000.0
51,5.1,468698.0,214856.0
52,5.2,528875.0,249861.0
53,5.3,596624.0,290817.0
54,5.4,673227.0,338239.0
55,5.5,759795.0,393541.0
56,5.6,857054.0,458245.0
57,5.7,967426.0,532421.0
58,5.8,1091851.0,618948.0
59,5.9,1231742.0,720097.0
60,6.0,1389796.0,837827.0
61,6.1,1568425.0,973711.0
62,6.2,1770477.0,1132168.0
63,6.3,1997699.0,1316270.0
64,6.4,2254909.0,1530672.0
65,6.5,2545306.0,1778898.0
66,6.6,2871604.0,2068412.0
67,6.7,3240708.0,2404871.0
68,6.8,3658003.0,2794027.0
69,6.9,4128472.0,3248601.0
70,7.0,4659948.0,3777211.0
71,7.1,5262694.0,4390946.0
72,7.2,5940097.0,5105904.0
73,7.3,6705752.0,5936533.0
74,7.4,7570936.0,6901604.0
75,7.5,8546782.0,8020132.0
76,7.6,9649014.0,9321566.0
77,7.7,10895275.0,10834730.0
78,7.8,12302741.0,12597341.0
79,7.9,13894634.0,14643923.0
80,8.0,15691718.0,17019264.0
