time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1308.0,124.0
0.4,1753.0,149.0
0.6,2309.0,178.0
0.8,3118.0,217.0
1.0,4228.0,281.0
1.2,5610.0,346.0
1.4,7707.0,408.0
1.6,10368.0,520.0
1.8,13935.0,638.0
2.0,18811.0,791.0
2.2,25386.0,969.0
2.4,34282.0,1232.0
2.6,46304.0,1566.0
2.8,62282.0,1949.0
3.0,84013.0,2441.0
3.2,113338.0,3070.0
3.4,153011.0,3914.0
3.6,206533.0,4998.0
3.8,278615.0,6310.0
4.0,376477.0,8107.0
4.2,508277.0,10404.0
4.4,686872.0,13296.0
4.6,927741.0,17119.0
4.8,1251950.0,22161.0
5.0,1691452.0,28510.0
5.2,2283444.0,36835.0
5.4,3081579.0,47875.0
5.6,4160918.0,62427.0
5.8,5616423.0,81388.0
6.0,7581744.0,106584.0
6.2,10233952.0,139525.0
6.4,13814477.0,183711.0
6.6,18650263.0,242234.0
6.8,25178477.0,319675.0
7.0,33996152.0,423172.0
7.2,45893315.0,560720.0
7.4,61945624.0,745027.0
7.6,83618482.0,990211.0
7.8,112880203.0,1316015.0
8.0,152388528.0,1753610.0
8.2,205715917.0,2337393.0
8.4,277700150.0,3119521.0
8.6,374862372.0,4167446.0
8.8,506000110.0,5572245.0
9.0,683068209.0,7454715.0
9.2,922057047.0,9984075.0
9.4,1244662710.0,13379051.0
9.6,1680173066.0,17938910.0
9.8,2268005754.0,24068240.0
10.0,3061525366.0,32312956.0
