time,z_minus,z_plus
0.0,1000.0,100.0
0.2,1338.0,125.0
0.4,1796.0,155.0
0.6,2445.0,190.0
0.8,3286.0,224.0
1.0,4456.0,270.0
1.2,6031.0,335.0
1.4,8117.0,407.0
1.6,11011.0,528.0
1.8,14885.0,656.0
2.0,20189.0,840.0
2.2,27225.0,1061.0
2.4,36638.0,1318.0
2.6,49601.0,1684.0
2.8,66811.0,2113.0
3.0,90040.0,2667.0
3.2,121478.0,3348.0
3.4,163786.0,4252.0
3.6,220986.0,5355.0
3.8,297573.0,6760.0
4.0,401694.0,8586.0
4.2,542326.0,11045.0
4.4,732649.0,14158.0
4.6,989656.0,18291.0
4.8,1334855.0,23655.0
5.0,1801958.0,30694.0
5.2,2432685.0,39835.0
5.4,3283130.0,51861.0
5.6,4432990.0,67591.0
5.8,5983246.0,88327.0
6.0,8076957.0,115501.0
6.2,10902369.0,151673.0
6.4,14715033.0,199204.0
6.6,19867043.0,262154.0
6.8,26820269.0,345499.0
7.0,36207778.0,456780.0
7.2,48873079.0,603971.0
7.4,65977603.0,799770.0
7.6,89059427.0,1061876.0
7.8,120209594.0,1410479.0
8.0,162271845.0,1877362.0
8.2,219028345.0,2500669.0
8.4,295653059.0,3335499.0
8.6,399108532.0,4452855.0
8.8,538755265.0,5950397.0
9.0,727254426.0,7959019.0
9.2,981686018.0,10658749.0
9.4,1325150218.0,14278497.0
9.6,1788792601.0,19147839.0
9.8,2414614635.0,25683040.0
10.0,3259423169.0,34471849.0
